userId	artist	artistId	rank
336	Green Day	230	48
336	Avenged Sevenfold	1672	49
336	Black Sabbath	1369	50
1789	The National	416	1
1789	Arcade Fire	199	2
1789	Tame Impala	4448	3
1789	Vampire Weekend	1390	4
1789	Phoenix	1106	5
1789	The War on Drugs	12769	6
1789	Bon Iver	445	7
1789	Grizzly Bear	3693	8
1789	Spoon	434	9
1789	The xx	703	10
1789	Animal Collective	440	11
1789	LCD Soundsystem	2535	12
1789	Yeah Yeah Yeahs	425	13
1789	Foals	2582	14
1789	Interpol	225	15
1789	The Strokes	424	16
1789	Bloc Party	210	17
1789	Franz Ferdinand	1090	18
1789	The Postal Service	4118	19
1789	Belle and Sebastian	618	20
1789	The New Pornographers	2424	21
1789	The Decemberists	211	22
1789	Sufjan Stevens	622	23
1789	Neutral Milk Hotel	1947	24
1789	Death From Above 1979	2271	25
1789	The Black Keys	1976	26
1789	Arctic Monkeys	207	27
1789	Radiohead	154	28
1789	The Shins	3258	29
1789	Fleet Foxes	1633	30
1789	Death Cab for Cutie	217	31
1789	Kings of Convenience	604	32
1789	MGMT	1400	33
1789	The Radio Dept.	6217	34
1789	Beach House	2139	35
1789	The Drums	2533	36
1789	Camera Obscura	5414	37
1789	The Pains of Being Pure at Heart	2538	38
1789	Cut Copy	84	39
1789	Broken Social Scene	433	40
1789	Travis	221	41
1789	Mystery Jets	2601	42
1789	The Beatles	227	43
1789	Muse	190	44
1789	Pink Floyd	163	45
1789	Led Zeppelin	1412	46
1789	Nirvana	234	47
1789	Metallica	707	48
1789	Michael Jackson	157	49
1789	Pearl Jam	614	50
1308	Michael Jackson	157	1
1308	Janet Jackson	285	2
1308	Mariah Carey	257	3
1308	Beyoncé	295	4
1308	Christina Aguilera	292	5
1308	Jennifer Lopez	299	6
1308	Rihanna	288	7
1308	Lady Gaga	89	8
1308	Destiny's Child	913	9
1308	Backstreet Boys	455	10
1308	Avril Lavigne	333	11
1308	Coldplay	65	12
1308	Whitney Houston	251	13
1308	Bryan Adams	253	14
1308	Emma Bunton	2024	15
1308	Shakira	701	16
1308	The Pussycat Dolls	349	17
1308	Justin Timberlake	329	18
1308	Jordin Sparks	290	19
1308	Evanescence	378	20
1308	Jessica Simpson	465	21
1308	Gwen Stefani	525	22
1308	Céline Dion	265	23
1308	Natasha Bedingfield	311	24
1308	Ke$ha	466	25
1308	Alanis Morissette	316	26
1308	A Fine Frenzy	362	27
1308	Cyndi Lauper	889	28
1308	Britney Spears	289	29
1308	Madonna	67	30
1308	Katy Perry	300	31
1308	Taylor Swift	344	32
1308	Glee Cast	679	33
1308	U2	511	34
1308	Muse	190	35
1308	Pink Floyd	163	36
1308	Kylie Minogue	55	37
1308	Miley Cyrus	461	38
1308	Radiohead	154	39
1308	Duran Duran	51	40
1308	Blur	203	41
1308	Arctic Monkeys	207	42
1308	Placebo	173	43
1308	The Killers	229	44
1308	Nirvana	234	45
1308	Iron Maiden	917	46
1308	Led Zeppelin	1412	47
1308	Metallica	707	48
1308	Pearl Jam	614	49
1308	Amy Winehouse	903	50
623	Porcupine Tree	152	1
623	Radiohead	154	2
623	King Crimson	1411	3
623	Os Mutantes	5416	4
623	Deep Purple	1372	5
623	Muse	190	6
623	Tool	1131	7
623	Opeth	188	8
623	Jeff Buckley	215	9
623	Anathema	506	10
623	Silverchair	453	11
623	Genesis	1413	12
623	Elliott Smith	615	13
623	Yes	3481	14
623	Deftones	512	15
623	Nirvana	234	16
623	Antônio Carlos Jobim	6137	17
623	Sonic Youth	1504	18
623	Pixies	859	19
623	Emerson, Lake & Palmer	4784	20
623	The Smashing Pumpkins	436	21
623	Rush	1110	22
623	Frank Zappa	2624	23
623	Riverside	3940	24
623	Alice in Chains	854	25
623	Blackfield	186	26
623	Grand Funk Railroad	5172	27
623	Portishead	81	28
623	Gentle Giant	4790	29
623	Mastodon	1216	30
623	Pink Floyd	163	31
623	Led Zeppelin	1412	32
623	Metallica	707	33
623	Iron Maiden	917	34
623	Pearl Jam	614	35
623	The Beatles	227	36
623	U2	511	37
623	30 Seconds to Mars	486	38
623	Coldplay	65	39
623	Arctic Monkeys	207	40
623	The Killers	229	41
623	Duran Duran	51	42
623	Blur	203	43
623	Placebo	173	44
623	Nirvana	234	45
623	My Chemical Romance	209	46
623	Green Day	230	47
623	The Cure	159	48
623	Linkin Park	377	49
623	Nine Inch Nails	233	50
834	Rammstein	1104	1
834	Enter Shikari	768	2
834	Anti-Flag	1650	3
834	blink-182	412	4
834	Evanescence	378	5
834	Sum 41	1186	6
834	Hatebreed	1547	7
834	Pennywise	4218	8
834	Paramore	498	9
834	Muse	190	10
834	Nirvana	234	11
834	Metallica	707	12
834	Iron Maiden	917	13
834	Pearl Jam	614	14
834	The Beatles	227	15
834	U2	511	16
834	30 Seconds to Mars	486	17
834	Pink Floyd	163	18
834	Radiohead	154	19
834	Led Zeppelin	1412	20
834	System of a Down	198	21
834	Linkin Park	377	22
834	My Chemical Romance	209	23
834	Green Day	230	24
834	The Killers	229	25
834	Coldplay	65	26
834	Arctic Monkeys	207	27
834	Placebo	173	28
834	Duran Duran	51	29
834	Depeche Mode	72	30
834	Madonna	67	31
834	Lady Gaga	89	32
834	Christina Aguilera	292	33
834	Rihanna	288	34
834	Shakira	701	35
834	Katy Perry	300	36
834	Avril Lavigne	333	37
834	Taylor Swift	344	38
834	Glee Cast	679	39
834	Beyoncé	295	40
834	Ke$ha	466	41
834	Daft Punk	56	42
834	Nine Inch Nails	233	43
834	Kelly Clarkson	291	44
834	All Time Low	687	45
834	P!nk	302	46
834	Avenged Sevenfold	1672	47
834	Black Eyed Peas	306	48
834	Amy Winehouse	903	49
834	a-ha	187	50
1325	Tool	1131	1
1325	Rage Against the Machine	1974	2
1325	Queens of the Stone Age	226	3
1325	Nick Cave and the Bad Seeds	867	4
1325	Fugazi	3364	5
1325	Ramones	1513	6
1325	Killing Joke	861	7
1325	Bad Religion	383	8
1325	Mogwai	1418	9
1325	God Is an Astronaut	162	10
1325	Mono	763	11
1325	Monster Magnet	2362	12
1325	Serj Tankian	2835	13
1325	Muse	190	14
1325	Radiohead	154	15
1325	Nirvana	234	16
1325	Pearl Jam	614	17
1325	Metallica	707	18
1325	Iron Maiden	917	19
1325	Led Zeppelin	1412	20
1325	Pink Floyd	163	21
1325	The Beatles	227	22
1325	U2	511	23
1325	30 Seconds to Mars	486	24
1325	Arctic Monkeys	207	25
1325	Placebo	173	26
1325	The Killers	229	27
1325	Duran Duran	51	28
1325	Coldplay	65	29
1325	Blur	203	30
1325	System of a Down	198	31
1325	Nine Inch Nails	233	32
1325	Daft Punk	56	33
1325	Linkin Park	377	34
1325	Avenged Sevenfold	1672	35
1325	My Chemical Romance	209	36
1325	Green Day	230	37
1325	The Cure	159	38
1325	Michael Jackson	157	39
1325	Beyoncé	295	40
1325	Madonna	67	41
1325	Lady Gaga	89	42
1325	Rihanna	288	43
1325	Shakira	701	44
1325	Christina Aguilera	292	45
1325	Katy Perry	300	46
1325	Taylor Swift	344	47
1325	Ke$ha	466	48
1325	Amy Winehouse	903	49
1325	Björk	1098	50
714	Depeche Mode	72	1
714	The Human League	997	2
714	IAMX	1075	3
714	Gary Numan	1886	4
714	Nine Inch Nails	233	5
714	The Birthday Massacre	487	6
714	Siouxsie and the Banshees	1083	7
714	The Cure	159	8
714	Duran Duran	51	9
714	Bauhaus	875	10
714	Clan of Xymox	515	11
714	Fischerspooner	4732	12
714	She Wants Revenge	450	13
714	The Faint	40	14
714	UNKLE	1787	15
714	John Foxx	1897	16
714	Primal Scream	862	17
714	Vive la Fête	3186	18
714	Japan	98	19
714	Lady Gaga	89	20
714	Madonna	67	21
714	Christina Aguilera	292	22
714	Britney Spears	289	23
714	Rihanna	288	24
714	Beyoncé	295	25
714	Shakira	701	26
714	Pink Floyd	163	27
714	Muse	190	28
714	Radiohead	154	29
714	Nirvana	234	30
714	Pearl Jam	614	31
714	Led Zeppelin	1412	32
714	Iron Maiden	917	33
714	Metallica	707	34
714	Michael Jackson	157	35
714	a-ha	187	36
714	Björk	1098	37
714	Daft Punk	56	38
714	Linkin Park	377	39
714	Avenged Sevenfold	1672	40
714	My Chemical Romance	209	41
714	Green Day	230	42
714	The Killers	229	43
714	Arctic Monkeys	207	44
714	Placebo	173	45
714	Coldplay	65	46
714	Blur	203	47
714	Ke$ha	466	48
714	Katy Perry	300	49
714	Taylor Swift	344	50
464	Arctic Monkeys	207	1
464	The Killers	229	2
464	Muse	190	3
464	Radiohead	154	4
464	Kings of Leon	228	5
464	Franz Ferdinand	1090	6
464	Coldplay	65	7
464	Nirvana	234	8
464	The Beatles	227	9
464	Pink Floyd	163	10
464	Led Zeppelin	1412	11
464	Metallica	707	12
464	The Clash	857	13
464	The Doors	868	14
464	Interpol	225	15
464	The xx	703	16
464	Kasabian	969	17
464	Hard-Fi	7187	18
464	The Wombats	1517	19
464	The Fray	1377	20
464	These New Puritans	1101	21
464	Mystery Jets	2601	22
464	Julian Casablancas	2134	23
464	Maxïmo Park	2815	24
464	Bombay Bicycle Club	3030	25
464	Duran Duran	51	26
464	Blur	203	27
464	Placebo	173	28
464	Iron Maiden	917	29
464	Pearl Jam	614	30
464	a-ha	187	31
464	Björk	1098	32
464	System of a Down	198	33
464	Daft Punk	56	34
464	Nine Inch Nails	233	35
464	Linkin Park	377	36
464	Avenged Sevenfold	1672	37
464	My Chemical Romance	209	38
464	Green Day	230	39
464	The Cure	159	40
464	Lady Gaga	89	41
464	Rihanna	288	42
464	Beyoncé	295	43
464	Shakira	701	44
464	Christina Aguilera	292	45
464	Britney Spears	289	46
464	Madonna	67	47
464	Katy Perry	300	48
464	Taylor Swift	344	49
464	Ke$ha	466	50
1161	Lady Gaga	89	1
1161	Katy Perry	300	2
1161	Paramore	498	3
1161	Björk	1098	4
1161	Rihanna	288	5
1161	Beyoncé	295	6
1161	Christina Aguilera	292	7
1161	Madonna	67	8
1161	Britney Spears	289	9
1161	Shakira	701	10
1161	Avril Lavigne	333	11
1161	Taylor Swift	344	12
1161	Pink Floyd	163	13
1161	Muse	190	14
1161	Radiohead	154	15
1161	Coldplay	65	16
1161	The Beatles	227	17
1161	Nirvana	234	18
1161	Metallica	707	19
1161	Led Zeppelin	1412	20
1161	Iron Maiden	917	21
1161	Pearl Jam	614	22
1161	System of a Down	198	23
1161	Nine Inch Nails	233	24
1161	Linkin Park	377	25
1161	Ke$ha	466	26
1161	Evanescence	378	27
1161	My Chemical Romance	209	28
1161	Green Day	230	29
1161	The Killers	229	30
1161	Duran Duran	51	31
1161	Arctic Monkeys	207	32
1161	Placebo	173	33
1161	Depeche Mode	72	34
1161	Michael Jackson	157	35
1161	Blur	203	36
1161	All Time Low	687	37
1161	Glee Cast	679	38
1161	Black Eyed Peas	306	39
1161	Amy Winehouse	903	40
1161	U2	511	41
1161	Kylie Minogue	55	42
1161	Daft Punk	56	43
1161	P!nk	302	44
1161	Kelly Clarkson	291	45
1161	Avenged Sevenfold	1672	46
1161	a-ha	187	47
1161	The Cure	159	48
1161	The GazettE	1910	49
1161	Christian Chávez	1429	50
1811	Beyoncé	295	1
1811	Destiny's Child	913	2
1811	Rihanna	288	3
1811	Shakira	701	4
1811	Britney Spears	289	5
1811	Madonna	67	6
1811	Kelly Rowland	332	7
1811	Jennifer Lopez	299	8
1811	Nicole Scherzinger	543	9
1811	Lady Gaga	89	10
1811	Mariah Carey	257	11
1811	Alicia Keys	301	12
1811	Avril Lavigne	333	13
1811	Pink Floyd	163	14
1811	Evanescence	378	15
1811	Christina Aguilera	292	16
1811	Muse	190	17
1811	Coldplay	65	18
1811	Katy Perry	300	19
1811	The Beatles	227	20
1811	U2	511	21
1811	Paramore	498	22
1811	Taylor Swift	344	23
1811	Iron Maiden	917	24
1811	Michael Jackson	157	25
1811	Linkin Park	377	26
1811	Nirvana	234	27
1811	Pearl Jam	614	28
1811	Depeche Mode	72	29
1811	System of a Down	198	30
1811	Nine Inch Nails	233	31
1811	Led Zeppelin	1412	32
1811	Metallica	707	33
1811	The Killers	229	34
1811	Green Day	230	35
1811	My Chemical Romance	209	36
1811	Blur	203	37
1811	Arctic Monkeys	207	38
1811	Placebo	173	39
1811	Ke$ha	466	40
1811	Duran Duran	51	41
1811	Black Eyed Peas	306	42
1811	Amy Winehouse	903	43
1811	Kylie Minogue	55	44
1811	Glee Cast	679	45
1811	All Time Low	687	46
1811	P!nk	302	47
1811	Avenged Sevenfold	1672	48
1811	Björk	1098	49
1811	Daft Punk	56	50
1100	Radiohead	154	1
1100	Nine Inch Nails	233	2
1100	Muse	190	3
1100	Pixies	859	4
1100	Massive Attack	238	5
1100	Portishead	81	6
1100	Swans	5299	7
1100	The Dillinger Escape Plan	845	8
1100	Ulver	3417	9
1100	Melvins	1202	10
1100	Captain Beefheart & His Magic Band	2475	11
1100	Type O Negative	2369	12
1100	Beck	206	13
1100	Eels	235	14
1100	Mark Lanegan	6730	15
1100	Mindless Self Indulgence	45	16
1100	The Residents	2026	17
1100	Philip Glass	1708	18
1100	Mr. Bungle	2493	19
1100	Fantômas	2473	20
1100	Faith No More	1119	21
1100	Nirvana	234	22
1100	Pearl Jam	614	23
1100	Iron Maiden	917	24
1100	Metallica	707	25
1100	Led Zeppelin	1412	26
1100	Pink Floyd	163	27
1100	The Beatles	227	28
1100	U2	511	29
1100	Duran Duran	51	30
1100	Coldplay	65	31
1100	Blur	203	32
1100	Arctic Monkeys	207	33
1100	Placebo	173	34
1100	The Killers	229	35
1100	Amy Winehouse	903	36
1100	Björk	1098	37
1100	System of a Down	198	38
1100	Daft Punk	56	39
1100	Linkin Park	377	40
1100	Avenged Sevenfold	1672	41
1100	Green Day	230	42
1100	My Chemical Romance	209	43
1100	Michael Jackson	157	44
1100	Madonna	67	45
1100	Lady Gaga	89	46
1100	Christina Aguilera	292	47
1100	Beyoncé	295	48
1100	Rihanna	288	49
1100	Katy Perry	300	50
633	Rise Against	808	1
633	Linkin Park	377	2
633	Avenged Sevenfold	1672	3
633	Green Day	230	4
633	Coldplay	65	5
633	The Killers	229	6
633	Muse	190	7
633	Nirvana	234	8
633	Metallica	707	9
633	Iron Maiden	917	10
633	Pearl Jam	614	11
633	Radiohead	154	12
633	The Beatles	227	13
633	Pink Floyd	163	14
633	Led Zeppelin	1412	15
633	Aerosmith	2346	16
633	Good Charlotte	536	17
633	All That Remains	810	18
633	The Strokes	424	19
633	Keane	182	20
633	Gorillaz	88	21
633	30 Seconds to Mars	486	22
633	The Devil Wears Prada	1541	23
633	As I Lay Dying	813	24
633	Lamb of God	846	25
633	August Burns Red	823	26
633	Dead Fish	5630	27
633	Charlie Brown Jr.	1681	28
633	Red Hot Chili Peppers	220	29
633	Slash	2595	30
633	CPM 22	6120	31
633	Jota Quest	3376	32
633	Christina Aguilera	292	33
633	Lady Gaga	89	34
633	Beyoncé	295	35
633	Rihanna	288	36
633	Shakira	701	37
633	Madonna	67	38
633	Britney Spears	289	39
633	Katy Perry	300	40
633	Avril Lavigne	333	41
633	Taylor Swift	344	42
633	Evanescence	378	43
633	Glee Cast	679	44
633	U2	511	45
633	Kylie Minogue	55	46
633	Miley Cyrus	461	47
633	Duran Duran	51	48
633	Blur	203	49
633	Arctic Monkeys	207	50
490	Within Temptation	518	1
490	Space Cowboy	541	2
490	Kerli	1034	3
490	The Kooks	1048	4
490	Arcade Fire	199	5
490	The Strokes	424	6
490	Cansei de Ser Sexy	3200	7
490	Cobra Starship	324	8
490	Epica	955	9
490	Kings of Leon	228	10
490	The Ting Tings	546	11
490	Lily Allen	298	12
490	Crystal Castles	757	13
490	Garbage	172	14
490	Nightwish	930	15
490	Ladyhawke	4704	16
490	In Extremo	2038	17
490	Gloria	1041	18
490	Bat for Lashes	423	19
490	MGMT	1400	20
490	Tarja	1114	21
490	Oasis	533	22
490	Arctic Monkeys	207	23
490	Radiohead	154	24
490	Paramore	498	25
490	Evanescence	378	26
490	The Killers	229	27
490	Placebo	173	28
490	Muse	190	29
490	Pink Floyd	163	30
490	Nirvana	234	31
490	Led Zeppelin	1412	32
490	Metallica	707	33
490	Michael Jackson	157	34
490	Pearl Jam	614	35
490	a-ha	187	36
490	Björk	1098	37
490	System of a Down	198	38
490	Daft Punk	56	39
490	Nine Inch Nails	233	40
490	Linkin Park	377	41
490	Avenged Sevenfold	1672	42
490	My Chemical Romance	209	43
490	Green Day	230	44
490	The Cure	159	45
490	Depeche Mode	72	46
490	Lady Gaga	89	47
490	Christina Aguilera	292	48
490	Madonna	67	49
490	Rihanna	288	50
348	Lady Gaga	89	1
348	Katy Perry	300	2
348	Rihanna	288	3
348	Beyoncé	295	4
348	Ke$ha	466	5
348	Pink Floyd	163	6
348	Muse	190	7
348	The Beatles	227	8
348	Michael Jackson	157	9
348	Madonna	67	10
348	Coldplay	65	11
348	Radiohead	154	12
348	Nirvana	234	13
348	Metallica	707	14
348	Linkin Park	377	15
348	Green Day	230	16
348	My Chemical Romance	209	17
348	Iron Maiden	917	18
348	Avenged Sevenfold	1672	19
348	Nine Inch Nails	233	20
348	Pearl Jam	614	21
348	The Killers	229	22
348	Arctic Monkeys	207	23
348	System of a Down	198	24
348	Depeche Mode	72	25
348	Christina Aguilera	292	26
348	Britney Spears	289	27
348	Duran Duran	51	28
348	Evanescence	378	29
348	Glee Cast	679	30
348	U2	511	31
348	Blur	203	32
348	Placebo	173	33
348	The Cure	159	34
348	Taylor Swift	344	35
348	Avril Lavigne	333	36
348	Amy Winehouse	903	37
348	Kylie Minogue	55	38
348	Shakira	701	39
348	a-ha	187	40
348	Björk	1098	41
348	Daft Punk	56	42
348	All Time Low	687	43
348	Kelly Clarkson	291	44
348	P!nk	302	45
348	Black Eyed Peas	306	46
348	Madonna	67	47
348	The Pussycat Dolls	349	48
348	Mitchel Musso	692	49
348	Jesse McCartney	456	50
337	Iron Maiden	917	1
337	Judas Priest	1358	2
337	Black Sabbath	1369	3
337	Slayer	841	4
337	Motörhead	1360	5
337	Metallica	707	6
337	Moonspell	6	7
337	Venom	1531	8
337	Accept	5157	9
337	Ramones	1513	10
337	Municipal Waste	1528	11
337	Rainbow	3470	12
337	Kreator	954	13
337	Twisted Sister	2341	14
337	Manowar	2838	15
337	Nirvana	234	16
337	Pearl Jam	614	17
337	Led Zeppelin	1412	18
337	The Beatles	227	19
337	U2	511	20
337	Muse	190	21
337	Pink Floyd	163	22
337	Radiohead	154	23
337	Arctic Monkeys	207	24
337	Placebo	173	25
337	The Killers	229	26
337	Green Day	230	27
337	My Chemical Romance	209	28
337	Avenged Sevenfold	1672	29
337	Nine Inch Nails	233	30
337	System of a Down	198	31
337	Linkin Park	377	32
337	Duran Duran	51	33
337	Depeche Mode	72	34
337	Madonna	67	35
337	Lady Gaga	89	36
337	Christina Aguilera	292	37
337	Rihanna	288	38
337	Beyoncé	295	39
337	Michael Jackson	157	40
337	Amy Winehouse	903	41
337	Kylie Minogue	55	42
337	Shakira	701	43
337	P!nk	302	44
337	Katy Perry	300	45
337	Taylor Swift	344	46
337	Paramore	498	47
337	Ke$ha	466	48
337	Miley Cyrus	461	49
337	Glee Cast	679	50
1254	Opeth	188	1
1254	Katatonia	370	2
1254	Porcupine Tree	152	3
1254	God Is an Astronaut	162	4
1254	Massive Attack	238	5
1254	Boards of Canada	748	6
1254	Dark Tranquillity	812	7
1254	In Flames	503	8
1254	Sigur Rós	418	9
1254	Anathema	506	10
1254	Infected Mushroom	174	11
1254	Radiohead	154	12
1254	Deftones	512	13
1254	Metallica	707	14
1254	Megadeth	918	15
1254	Muse	190	16
1254	Pink Floyd	163	17
1254	Iron Maiden	917	18
1254	Nirvana	234	19
1254	Led Zeppelin	1412	20
1254	Pearl Jam	614	21
1254	Nine Inch Nails	233	22
1254	System of a Down	198	23
1254	Linkin Park	377	24
1254	Avenged Sevenfold	1672	25
1254	Green Day	230	26
1254	My Chemical Romance	209	27
1254	The Killers	229	28
1254	Coldplay	65	29
1254	Arctic Monkeys	207	30
1254	Placebo	173	31
1254	Duran Duran	51	32
1254	Blur	203	33
1254	Michael Jackson	157	34
1254	Madonna	67	35
1254	Beyoncé	295	36
1254	Lady Gaga	89	37
1254	Rihanna	288	38
1254	Shakira	701	39
1254	Christina Aguilera	292	40
1254	Katy Perry	300	41
1254	Taylor Swift	344	42
1254	Ke$ha	466	43
1254	Britney Spears	289	44
1254	Kelly Clarkson	291	45
1254	P!nk	302	46
1254	Black Eyed Peas	306	47
1254	Daft Punk	56	48
1254	Kylie Minogue	55	49
1254	Glee Cast	679	50
118	Korn	517	1
118	Machine Head	2744	2
118	Disturbed	978	3
118	Five Finger Death Punch	834	4
118	Black Label Society	710	5
118	In Flames	503	6
118	Three Days Grace	488	7
118	Dope	1870	8
118	Guano Apes	1797	9
118	The 69 Eyes	1914	10
118	Avenged Sevenfold	1672	11
118	Linkin Park	377	12
118	Atreyu	830	13
118	Thousand Foot Krutch	1859	14
118	Good Charlotte	536	15
118	The Offspring	1406	16
118	In This Moment	2062	17
118	Adema	2956	18
118	Eyes Set to Kill	2959	19
118	Paramore	498	20
118	Pain	2961	21
118	Edguy	1350	22
118	Simple Plan	481	23
118	Evanescence	378	24
118	Muse	190	25
118	30 Seconds to Mars	486	26
118	Nirvana	234	27
118	Iron Maiden	917	28
118	Metallica	707	29
118	Pearl Jam	614	30
118	Led Zeppelin	1412	31
118	Michael Jackson	157	32
118	U2	511	33
118	The Beatles	227	34
118	Coldplay	65	35
118	Pink Floyd	163	36
118	Radiohead	154	37
118	Duran Duran	51	38
118	Arctic Monkeys	207	39
118	Placebo	173	40
118	The Killers	229	41
118	My Chemical Romance	209	42
118	Green Day	230	43
118	The Cure	159	44
118	Nine Inch Nails	233	45
118	Daft Punk	56	46
118	Björk	1098	47
118	a-ha	187	48
118	Black Eyed Peas	306	49
118	P!nk	302	50
1661	Demi Lovato	681	1
1661	Paramore	498	2
1661	The Pretty Reckless	704	3
1661	Taylor Swift	344	4
1661	John Mayer	683	5
1661	Avril Lavigne	333	6
1661	Katy Perry	300	7
1661	Ellie Goulding	548	8
1661	Kings of Leon	228	9
1661	The Black Keys	1976	10
1661	Arctic Monkeys	207	11
1661	Muse	190	12
1661	McFly	1047	13
1661	Alanis Morissette	316	14
1661	Kelly Clarkson	291	15
1661	Ashlee Simpson	293	16
1661	OK Go	2121	17
1661	Lifehouse	1470	18
1661	Feist	2277	19
1661	Lily Allen	298	20
1661	The Kills	420	21
1661	Jet	3400	22
1661	Phoenix	1106	23
1661	Maroon 5	538	24
1661	The Kooks	1048	25
1661	Owl City	691	26
1661	The Ting Tings	546	27
1661	Stars	2407	28
1661	Rooney	1502	29
