userId	title	movieId	rank
29	Fall Out Boy	540	1
29	Green Day	230	2
29	My Chemical Romance	209	3
29	Panic! At the Disco	1246	4
29	Blink-182	412	5
29	A Day to Remember	816	6
29	The All-American Rejects	403	7
29	Sum 41	1186	8
29	Good Charlotte	536	9
29	The Red Jumpsuit Apparatus	1182	10
29	AFI	1091	11
29	Mayday Parade	1193	12
29	You Me At Six	1183	13
29	Four Year Strong	1192	14
29	Escape The Fate	1180	15
29	Cobra Starship	324	16
29	Metro Station	471	17
29	Owl City	691	18
29	Ellie Goulding	548	19
29	Demi Lovato	681	20
29	Hey Monday	693	21
29	nevershoutnever!	470	22
29	Cute Is What We Aim For	1201	23
29	Theatre of Tragedy	3197	24
29	Asking Alexandria	1188	25
29	Funeral for a Friend	492	26
29	P!nk	302	27
29	Lady Gaga	89	28
29	Beyoncé	295	29
29	Shakira	701	30
29	Justin Bieber	458	31
29	Ke$ha	466	32
29	Nicki Minaj	1037	33
29	Adam Lambert	544	34
29	Jonas Brothers	321	35
29	Hannah Montana	793	36
29	RBD	646	37
29	Gloria	1041	38
29	Kudai	3187	39
29	Esmée Denters	699	40
29	Daughtry	3859	41
29	The Kooks	1048	42
29	30 Seconds to Mars	486	43
29	We The Kings	1198	44
29	Linkin Park	377	45
29	Therion	1710	46
29	Taylor Swift	344	47
29	The Calling	1247	48
29	Alesana	1185	49
29	Drake	3317	50
1619	Metallica	707	1
1619	Nirvana	234	2
1619	Tool	1131	3
1619	Slipknot	1044	4
1619	System of a Down	198	5
1619	Rage Against the Machine	1974	6
1619	Black Sabbath	1369	7
1619	Iron Maiden	917	8
1619	Lamb of God	846	9
1619	In Flames	503	10
1619	Dimmu Borgir	15	11
1619	Cradle of Filth	25	12
1619	Opeth	188	13
1619	Children of Bodom	923	14
1619	Fear Factory	785	15
1619	Arch Enemy	953	16
1619	KMFDM	36	17
1619	Rammstein	1104	18
1619	Eisbrecher	1711	19
1619	Blutengel	1300	20
1619	Lacrimosa	522	21
1619	Moonspell	6	22
1619	In Extremo	2038	23
1619	The Birthday Massacre	487	24
1619	The Prodigy	1099	25
1619	Nine Inch Nails	233	26
1619	Depeche Mode	72	27
1619	The Cure	159	28
1619	Queens of the Stone Age	226	29
1619	Oomph!	1714	30
1619	The Smashing Pumpkins	436	31
1619	Porcupine Tree	152	32
1619	Lacuna Coil	2014	33
1619	HIM	504	34
1619	Rob Zombie	6257	35
1619	Marilyn Manson	7	36
1619	Slipknot	1044	37
1619	The Killers	229	38
1619	30 Seconds to Mars	486	39
1619	My Chemical Romance	209	40
1619	Panic! At the Disco	1246	41
1619	Paramore	498	42
1619	All Time Low	687	43
1619	Escape The Fate	1180	44
1619	Saosin	507	45
1619	Three Days Grace	488	46
1619	Alphaville	877	47
1619	Duran Duran	51	48
1619	Michael Jackson	157	49
1619	The Beatles	227	50
1091	Linkin Park	377	1
1091	Evanescence	378	2
1091	Flyleaf	499	3
1091	Within Temptation	518	4
1091	Skillet	371	5
1091	Lacuna Coil	2014	6
1091	Seether	490	7
1091	Stone Sour	1145	8
1091	Three Days Grace	488	9
1091	Paramore	498	10
1091	P.O.D.	510	11
1091	AFI	1091	12
1091	Anberlin	2661	13
1091	Lifehouse	1470	14
1091	Goo Goo Dolls	3427	15
1091	Roxette	180	16
1091	Kate Voegele	307	17
1091	Alkaline Trio	4189	18
1091	Mute Math	5972	19
1091	30 Seconds to Mars	486	20
1091	Shontelle	2990	21
1091	Coldplay	65	22
1091	Katy Perry	300	23
1091	Demi Lovato	681	24
1091	You Me At Six	1183	25
1091	Kings of Leon	228	26
1091	Nightwish	930	27
1091	Lil' Wayne	527	28
1091	Bullet for My Valentine	500	29
1091	Lily Allen	298	30
1091	Tokio Hotel	1673	31
1091	Nine Inch Nails	233	32
1091	Bring Me The Horizon	779	33
1091	Breaking Benjamin	1854	34
1091	Taylor Swift	344	35
1091	Zoé	971	36
1091	The Used	537	37
1091	Incubus	1116	38
1091	Red Hot Chili Peppers	220	39
1091	Shakira	701	40
1091	The Pretty Reckless	704	41
1091	Eminem	475	42
1091	Arctic Monkeys	207	43
1091	Kudai	3187	44
1091	Enrique Iglesias	161	45
1091	Rihanna	288	46
1091	Sonata Arctica	1339	47
1091	Aloha From Hell	2435	48
1091	James Blunt	184	49
1091	Lady Gaga	89	50
164	Nirvana	234	1
164	Soundgarden	856	2
164	Alice in Chains	854	3
164	Pearl Jam	614	4
164	Tool	1131	5
164	Queens of the Stone Age	226	6
164	System of a Down	198	7
164	Rage Against the Machine	1974	8
164	Red Hot Chili Peppers	220	9
164	The Mars Volta	964	10
164	Muse	190	11
164	Death Cab for Cutie	217	12
164	Coheed and Cambria	3621	13
164	Chevelle	2206	14
164	Lamb of God	846	15
164	Megadeth	918	16
164	Iron Maiden	917	17
164	Black Sabbath	1369	18
164	AC/DC	706	19
164	Led Zeppelin	1412	20
164	Pink Floyd	163	21
164	The Who	562	22
164	Aerosmith	2346	23
164	The Rolling Stones	735	24
164	Queen	959	25
164	KISS	2343	26
164	Arctic Monkeys	207	27
164	Bloc Party	210	28
164	Pendulum	1410	29
164	Billy Talent	1179	30
164	The Smashing Pumpkins	436	31
164	Eddie Vedder	1778	32
164	Silverchair	453	33
164	Marilyn Manson	7	34
164	Slayer	841	35
164	Pixies	859	36
164	Sigur Rós	418	37
164	Depeche Mode	72	38
164	Placebo	173	39
164	Meshuggah	2151	40
164	Children of Bodom	923	41
164	Judas Priest	1358	42
164	Oasis	533	43
164	King Diamond	1992	44
164	Deep Purple	1372	45
164	The White Stripes	709	46
164	Rammstein	1104	47
164	Eminem	475	48
164	Seether	490	49
164	Disturbed	978	50
720	Metallica	707	1
720	Pink Floyd	163	2
720	AC/DC	706	3
720	Nirvana	234	4
720	The Beatles	227	5
720	Queen	959	6
720	Black Sabbath	1369	7
720	Iron Maiden	917	8
720	Led Zeppelin	1412	9
720	The Rolling Stones	735	10
720	Slayer	841	11
720	Eagles	730	12
720	Supertramp	3308	13
720	Death	949	14
720	Scorpions	176	15
720	Santana	975	16
720	Johnny Cash	718	17
720	Elton John	192	18
720	The Police	1122	19
720	Creedence Clearwater Revival	1415	20
720	Blue Öyster Cult	2013	21
720	Anathema	506	22
720	Blind Guardian	957	23
720	Stone Sour	1145	24
720	Neil Young	630	25
720	Dire Straits	712	26
720	God Is an Astronaut	162	27
720	Simon & Garfunkel	2265	28
720	Electric Light Orchestra	717	29
720	Frank Sinatra	986	30
720	Thom Yorke	237	31
720	King Crimson	1411	32
720	Ramones	1513	33
720	The Smiths	429	34
720	Miles Davis	610	35
720	Antimatter	3405	36
720	Brian Eno	1709	37
720	Ólafur Arnalds	1747	38
720	Joy Division	441	39
720	Sigur Rós	418	40
720	Yes	3481	41
720	Bob Marley & The Wailers	245	42
720	Joe Satriani	1132	43
720	David Gilmour	1425	44
720	Depeche Mode	72	45
720	The Cure	159	46
720	Tool	1131	47
720	KISS	2343	48
720	Morrissey	2531	49
720	Porcupine Tree	152	50
364	The Beatles	227	1
364	Bob Dylan	212	2
364	Neil Young	630	3
364	Radiohead	154	4
364	Elliott Smith	615	5
364	The Magnetic Fields	1164	6
364	Belle and Sebastian	618	7
364	The Decemberists	211	8
364	Broken Social Scene	433	9
364	Simon & Garfunkel	2265	10
364	Johnny Cash	718	11
364	Chico Buarque	1755	12
364	Os Mutantes	5416	13
364	Vanguart	3747	14
364	They Might Be Giants	1901	15
364	Built to Spill	2415	16
364	The Cure	159	17
364	Jimi Hendrix	1639	18
364	Antônio Carlos Jobim	6137	19
364	God Is an Astronaut	162	20
364	Fleetwood Mac	96	21
364	Miles Davis	610	22
364	Nina Simone	1833	23
364	Stevie Wonder	1427	24
364	Marvin Gaye	576	25
364	Led Zeppelin	1412	26
364	Pink Floyd	163	27
364	The National	416	28
364	Sufjan Stevens	622	29
364	David Bowie	599	30
364	The Beach Boys	1242	31
364	The Jimi Hendrix Experience	1426	32
364	Rage Against the Machine	1974	33
364	The Who	562	34
364	The Doors	868	35
364	Arctic Monkeys	207	36
364	Los Hermanos	439	37
364	Daft Punk	56	38
364	Air	53	39
364	Röyksopp	64	40
364	Björk	1098	41
364	Spiritualized	4064	42
364	System of a Down	198	43
364	The Strokes	424	44
364	John Lennon	733	45
364	Gary Numan	1886	46
364	Nine Inch Nails	233	47
364	Chuck Berry	585	48
364	Justice	1398	49
364	Florence + the Machine	689	50
1957	The Beatles	227	1
1957	Fall Out Boy	540	2
1957	Death Cab for Cutie	217	3
1957	The Postal Service	4118	4
1957	Jack's Mannequin	1105	5
1957	Something Corporate	6298	6
1957	Yellowcard	1866	7
1957	Taking Back Sunday	4262	8
1957	Jimmy Eat World	1378	9
1957	blink-182	412	10
1957	Garth Brooks	2442	11
1957	Brad Paisley	356	12
1957	Rascal Flatts	2439	13
1957	Mariah Carey	257	14
1957	Christina Aguilera	292	15
1957	Katy Perry	300	16
1957	Lady Antebellum	1447	17
1957	Bob Marley & The Wailers	245	18
1957	Queen	959	19
1957	Led Zeppelin	1412	20
1957	Lynyrd Skynyrd	2834	21
1957	Van Morrison	2893	22
1957	George Harrison	1416	23
1957	Paul McCartney	1414	24
1957	Paul McCartney & Wings	3071	25
1957	The Byrds	3458	26
1957	Simon & Garfunkel	2265	27
1957	The Who	562	28
1957	Elvis Presley	1244	29
1957	Eric Clapton	728	30
1957	Eagles	730	31
1957	AC/DC	706	32
1957	Journey	945	33
1957	The Cure	159	34
1957	Modest Mouse	222	35
1957	Stars	2407	36
1957	Panic! At the Disco	1246	37
1957	System of a Down	198	38
1957	Regina Spektor	3057	39
1957	Scorpions	176	40
1957	The Beach Boys	1242	41
1957	Dolly Parton	1694	42
1957	John Lennon	733	43
1957	Gorillaz	88	44
1957	Coldplay	65	45
1957	Wilco	4079	46
1957	She & Him	437	47
1957	Thievery Corporation	57	48
1957	Leonard Cohen	1150	49
1957	Demi Lovato	681	50
155	Joy Division	441	1
155	The Cure	159	2
155	Siouxsie and the Banshees	1083	3
155	Bauhaus	875	4
155	Killing Joke	861	5
155	The Cramps	3430	6
155	Dead Kennedys	3444	7
155	Misfits	1206	8
155	Alice Cooper	732	9
155	Elvis Presley	1244	10
155	The Cult	1703	11
155	The Adicts	3456	12
155	Oingo Boingo	1889	13
155	Devo	1878	14
155	Motörhead	1360	15
155	Red Hot Chili Peppers	220	16
155	David Bowie	599	17
155	Pearl Jam	614	18
155	Mudhoney	4359	19
155	Kate Bush	3201	20
155	The Smiths	429	21
155	The Rolling Stones	735	22
155	The Sisters of Mercy	1534	23
155	Talk Talk	61	24
155	Gorillaz	88	25
155	Franz Ferdinand	1090	26
155	The Jesus and Mary Chain	3279	27
155	Depeche Mode	72	28
155	Nick Cave and the Bad Seeds	867	29
155	Crystal Castles	757	30
155	T. Rex	1804	31
155	Gary Numan	1886	32
155	Simple Minds	993	33
155	The Doors	868	34
155	Leonard Cohen	1150	35
155	Kim Wilde	1004	36
155	AC/DC	706	37
155	Metallica	707	38
155	Judas Priest	1358	39
155	Trivium	2379	40
155	blink-182	412	41
155	Billy Idol	1079	42
155	U2	511	43
155	Kasabian	969	44
155	Orchestral Manoeuvres in the Dark	998	45
155	Eminem	475	46
155	Foo Fighters	982	47
155	Limp Bizkit	489	48
155	NOFX	4821	49
155	Maroon 5	538	50
1840	The Corrs	3763	1
1840	ABBA	1464	2
1840	Fleetwood Mac	96	3
1840	Queen	959	4
1840	Madonna	67	5
1840	The Rolling Stones	735	6
1840	Pink Floyd	163	7
1840	David Bowie	599	8
1840	Elton John	192	9
1840	The Police	1122	10
1840	Oasis	533	11
1840	Radiohead	154	12
1840	The Killers	229	13
1840	Muse	190	14
1840	Red Hot Chili Peppers	220	15
1840	Nirvana	234	16
1840	Pearl Jam	614	17
1840	Metallica	707	18
1840	Guns N' Roses	1249	19
1840	AC/DC	706	20
1840	Led Zeppelin	1412	21
1840	Aerosmith	2346	22
1840	Black Sabbath	1369	23
1840	Deep Purple	1372	24
1840	Iron Maiden	917	25
1840	Judas Priest	1358	26
1840	Megadeth	918	27
1840	Slayer	841	28
1840	Pantera	843	29
1840	System of a Down	198	30
1840	Slipknot	1044	31
1840	Korn	517	32
1840	Linkin Park	377	33
1840	Green Day	230	34
1840	Blink-182	412	35
1840	Sum 41	1186	36
1840	My Chemical Romance	209	37
1840	Fall Out Boy	540	38
1840	Paramore	498	39
1840	Panic! At The Disco	1246	40
1840	Twenty One Pilots	11282	41
1840	Imagine Dragons	7070	42
1840	Coldplay	65	43
1840	U2	511	44
1840	The Beatles	227	45
1840	The Rolling Stones	735	46
1840	Queen	959	47
1840	Pink Floyd	163	48
1840	Led Zeppelin	1412	49
1840	Nirvana	234	50
1164	Depeche Mode	72	1
1164	Ladytron	1062	2
1164	Client	4308	3
1164	Perfume	2086	4
1164	Uffie	5149	5
1164	Throbbing Gristle	2470	6
1164	Röyksopp	64	7
1164	Christina Aguilera	292	8
1164	La Roux	526	9
1164	Lily Allen	298	10
1164	Recoil	1061	11
1164	Róisín Murphy	3502	12
1164	Saint Etienne	627	13
1164	Yelle	980	14
1164	My Bloody Valentine	2542	15
1164	Placebo	173	16
1164	Jean-Michel Jarre	93	17
1164	The Prodigy	1099	18
1164	Sugababes	296	19
1164	The Cure	159	20
1164	Björk	1098	21
1164	New Order	59	22
1164	Daft Punk	56	23
1164	Crystal Castles	757	24
1164	Scissor Sisters	167	25
1164	Dave Gahan	1713	26
1164	IAMX	1075	27
1164	Duran Duran	51	28
1164	Air	53	29
1164	Massive Attack	238	30
1164	Kraftwerk	1073	31
1164	Martin L. Gore	1072	32
1164	Portishead	81	33
1164	Front 242	3289	34
1164	Nitzer Ebb	880	35
1164	Hurts	1379	36
1164	Sophie Ellis-Bextor	535	37
1164	Yazoo	1019	38
1164	Mika	1243	39
1164	T. Rex	1804	40
1164	Travis	221	41
1164	The Human League	997	42
1164	Hans Zimmer	1705	43
1164	Ария	1913	44
1164	Hot Chip	1155	45
1164	Justice	1398	46
1164	Sneaker Pimps	3109	47
1164	Boards of Canada	748	48
1164	Madonna	67	49
1164	Erasure	1014	50
537	Lady Gaga	89	1
537	Katy Perry	300	2
537	Rihanna	288	3
537	Britney Spears	289	4
537	Ke$ha	466	5
537	Christina Aguilera	292	6
537	Shakira	701	7
537	Miley Cyrus	461	8
537	Beyoncé	295	9
537	Avril Lavigne	333	10
537	Adele	1934	11
537	Madonna	67	12
537	The Veronicas	680	13
537	Lily Allen	298	14
537	Natasha Bedingfield	311	15
537	P!nk	302	16
537	Kelly Clarkson	291	17
537	Demi Lovato	681	18
537	Selena Gomez & the Scene	686	19
537	Taylor Swift	344	20
537	Hilary Duff	318	21
537	Cheryl Cole	352	22
537	Ellie Goulding	548	23
537	Nicki Minaj	1037	24
537	Marina & the Diamonds	690	25
537	Little Boots	532	26
537	Lights	682	27
537	Owl City	691	28
537	Michelle Branch	3489	29
537	Sophie Ellis-Bextor	535	30
537	Colbie Caillat	342	31
537	Wanessa	2548	32
537	The Beatles	227	33
537	Elvis Costello	2629	34
537	The Kinks	554	35
537	McFly	1047	36
537	The Killers	229	37
537	All Time Low	687	38
537	Jonas Brothers	321	39
537	High School Musical	2801	40
537	Mika	1243	41
537	Emily Osment	797	42
537	Lindsay Lohan	523	43
537	John Mayer	683	44
537	Pixie Lott	528	45
537	Leona Lewis	294	46
537	The Beach Boys	1242	47
537	Ryan Cabrera	3375	48
537	Simon Curtis	2025	49
537	NX Zero	2080	50
814	Paramore	498	1
814	Demi Lovato	681	2
814	Avril Lavigne	333	3
814	Miley Cyrus	461	4
814	Panic! At the Disco	1246	5
814	Keane	182	6
814	Fall Out Boy	540	7
814	blink-182	412	8
814	Green Day	230	9
814	McFly	1047	10
814	The Summer Set	5958	11
814	Rihanna	288	12
814	John Mayer	683	13
814	All Time Low	687	14
814	Natalia Kills	4814	15
814	Hilary Duff	318	16
814	Pixie Lott	528	17
814	Fresno	1045	18
814	Alexz Johnson	1059	19
814	Weezer	1239	20
814	The Killers	229	21
814	Backstreet Boys	455	22
814	Breathe Carolina	1035	23
814	Ashley Tisdale	325	24
814	The Script	2607	25
814	Boys Like Girls	1043	26
814	Chris Brown	327	27
814	RBD	646	28
814	Daughtry	3859	29
814	NX Zero	2080	30
814	Lady Antebellum	1447	31
814	The Kooks	1048	32
814	Hey Monday	693	33
814	Metro Station	471	34
814	Taylor Swift	344	35
814	Britney Spears	289	36
814	Coldplay	65	37
814	Kelly Clarkson	291	38
814	Selena Gomez & the Scene	686	39
814	Evanescence	378	40
814	Kings of Leon	228	41
814	David Archuleta	304	42
814	Jonas Brothers	321	43
814	Nirvana	234	44
814	Selena Gomez	1453	45
814	Hannah Montana	793	46
814	The Black Keys	1976	47
814	30 Seconds to Mars	486	48
814	Lifehouse	1470	49
814	Jessie J	1032	50
1727	Arctic Monkeys	207	1
1727	Kings of Leon	228	2
1727	Franz Ferdinand	1090	3
1727	The Killers	229	4
1727	Interpol	225	5
1727	Modest Mouse	222	6
1727	LCD Soundsystem	2535	7
1727	Yeah Yeah Yeahs	425	8
1727	The Strokes	424	9
1727	Radiohead	154	10
1727	Oasis	533	11
1727	The White Stripes	709	12
1727	Muse	190	13
1727	Green Day	230	14
1727	Coldplay	65	15
1727	The Beatles	227	16
1727	Foo Fighters	982	17
1727	The Black Keys	1976	18
1727	Florence + the Machine	689	19
1727	Grizzly Bear	3693	20
1727	Fleet Foxes	1633	21
1727	Beirut	196	22
1727	She & Him	437	23
1727	Bright Eyes	195	24
1727	The Shins	3258	25
1727	R.E.M.	715	26
1727	Maxïmo Park	2815	27
1727	Razorlight	2614	28
1727	Kaiser Chiefs	716	29
1727	The Fratellis	1515	30
1727	Wolfmother	3475	31
1727	Silverchair	453	32
1727	The Presets	4025	33
1727	Hot Chip	1155	34
1727	The Futureheads	7663	35
1727	Biffy Clyro	2580	36
1727	The Postal Service	4118	37
1727	Clap Your Hands Say Yeah	236	38
1727	Three Days Grace	488	39
1727	Mando Diao	2524	40
1727	Athlete	3255	41
1727	Snow Patrol	1375	42
1727	Black Rebel Motorcycle Club	1510	43
1727	Michael Jackson	157	44
1727	Lady Gaga	89	45
1727	Bon Jovi	951	46
1727	Slipknot	1044	47
1727	Marilyn Manson	7	48
1727	Kanye West	331	49
1727	Tricky	4316	50
786	Radiohead	154	1
786	MGMT	1400	2
786	Gorillaz	88	3
786	Crystal Castles	757	4
786	The Prodigy	1099	5
786	Pendulum	1410	6
786	Arctic Monkeys	207	7
786	Kasabian	969	8
786	Muse	190	9
786	Red Hot Chili Peppers	220	10
786	System of a Down	198	11
786	The Killers	229	12
786	Daft Punk	56	13
786	Justice	1398	14
786	Ramones	1513	15
786	Oasis	533	16
786	Sigur Rós	418	17
786	Aphex Twin	603	18
786	Metric	1632	19
786	Silverchair	453	20
786	The Beatles	227	21
786	Kings of Leon	228	22
786	Fort Minor	491	23
786	Enter Shikari	768	24
786	David Bowie	599	25
786	Bloc Party	210	26
786	Belle and Sebastian	618	27
786	Travis	221	28
786	The Clash	857	29
786	Air	53	30
786	Digitalism	1396	31
786	Björk	1098	32
786	The Last Shadow Puppets	1512	33
786	Avril Lavigne	333	34
786	Paramore	498	35
786	Maroon 5	538	36
786	Hey Monday	693	37
786	Blur	203	38
786	Tiziano Ferro	1432	39
786	Massive Attack	238	40
786	AFI	1091	41
786	Los Hermanos	439	42
786	Chico Buarque	1755	43
786	Yann Tiersen	1109	44
786	The Album Leaf	621	45
786	Alexisonfire	1195	46
786	Guano Apes	1797	47
786	Kings of Convenience	604	48
786	The Veronicas	680	49
786	Bob Marley & The Wailers	245	50
2080	Massive Attack	238	1
2080	Depeche Mode	72	2
2080	Portishead	81	3
2080	Boards of Canada	748	4
2080	Air	53	5
2080	New Order	59	6
2080	Kraftwerk	1073	7
2080	Joy Division	441	8
2080	Recoil	1061	9
2080	Front 242	3289	10
2080	The Human League	997	11
2080	Squarepusher	616	12
2080	Martin L. Gore	1072	13
2080	Plaid	2673	14
2080	Aphex Twin	603	15
2080	The Smiths	429	16
2080	Goldfrapp	58	17
2080	Cabaret Voltaire	2043	18
2080	Client	4308	19
2080	Yazoo	1019	20
2080	Björk	1098	21
2080	Jean-Michel Jarre	93	22
2080	Crystal Castles	757	23
2080	Muse	190	24
2080	Ladytron	1062	25
2080	The Cure	159	26
2080	Nirvana	234	27
2080	Bauhaus	875	28
2080	And One	30	29
2080	Soft Cell	3768	30
2080	Duran Duran	51	31
2080	IAMX	1075	32
2080	L'Arc~en~Ciel	396	33
2080	Yann Tiersen	1109	34
2080	Hans Zimmer	1705	35
2080	Tricky	4316	36
2080	Serj Tankian	2835	37
2080	INXS	99	38
2080	宇多田ヒカル	374	39
2080	Dave Gahan	1713	40
2080	The Beatles	227	41
2080	Evanescence	378	42
2080	Placebo	173	43
2080	t.A.T.u.	972	44
2080	Madonna	67	45
2080	No Doubt	534	46
2080	Keane	182	47
2080	Blur	203	48
2080	U2	511	49
2080	Daft Punk	56	50
123	Radiohead	154	1
123	Arctic Monkeys	207	2
123	The Killers	229	3
123	Muse	190	4
123	The Beatles	227	5
123	Kasabian	969	6
123	LCD Soundsystem	2535	7
123	MGMT	1400	8
123	Sigur Rós	418	9
123	Oasis	533	10
123	Crystal Castles	757	11
123	Red Hot Chili Peppers	220	12
123	Air	53	13
123	Jeff Buckley	215	14
123	Morrissey	2531	15
123	Belle and Sebastian	618	16
123	Metric	1632	17
123	Björk	1098	18
123	Massive Attack	238	19
123	David Bowie	599	20
123	Aphex Twin	603	21
123	The Doors	868	22
123	Kings of Leon	228	23
123	Placebo	173	24
123	Travis	221	25
123	Blur	203	26
123	System of a Down	198	27
123	Funeral for a Friend	492	28
123	Green Day	230	29
123	Pendulum	1410	30
123	Alice Cooper	732	31
123	Hey Monday	693	32
123	Silverchair	453	33
123	Avril Lavigne	333	34
123	The Veronicas	680	35
123	Chico Buarque	1755	36
123	Yann Tiersen	1109	37
123	Justice	1398	38
123	Kid Cudi	547	39
123	Tiziano Ferro	1432	40
123	Armin van Buuren	968	41
123	Hall & Oates	2554	42
123	Los Hermanos	439	43
123	Sade	69	44
123	Johnny Cash	718	45
123	The Album Leaf	621	46
123	Röyksopp	64	47
123	Daft Punk	56	48
123	Bonobo	2605	49
123	Interpol	225	50
1490	In Flames	503	1
1490	Linkin Park	377	2
1490	Avenged Sevenfold	1672	3
1490	Trivium	2379	4
1490	Scar Symmetry	835	5
1490	Demon Hunter	4170	6
1490	Pain	2961	7
1490	Five Finger Death Punch	834	8
1490	Children of Bodom	923	9
1490	Rise Against	808	10
1490	All That Remains	810	11
1490	Bullet for My Valentine	500	12
1490	Soilwork	806	13
1490	As I Lay Dying	813	14
1490	Parkway Drive	805	15
1490	Papa Roach	497	16
1490	System of a Down	198	17
1490	HammerFall	1338	18
1490	The Devil Wears Prada	1541	19
1490	A Day to Remember	816	20
1490	Slipknot	1044	21
1490	Alter Bridge	2794	22
1490	Disturbed	978	23
1490	Metallica	707	24
1490	Static-X	519	25
1490	Heaven Shall Burn	1861	26
1490	Stratovarius	937	27
1490	Funeral for a Friend	492	28
1490	Lostprophets	493	29
1490	The Black Dahlia Murder	809	30
1490	Escape The Fate	1180	31
1490	Asking Alexandria	1188	32
1490	Dead by April	2940	33
1490	Sonic Syndicate	811	34
1490	All Time Low	687	35
1490	AFI	1091	36
1490	The Word Alive	2214	37
1490	My Chemical Romance	209	38
1490	Green Day	230	39
1490	Stone Sour	1145	40
1490	Keane	182	41
1490	Incubus	1116	42
1490	Muse	190	43
1490	Nightwish	930	44
1490	Aerosmith	2346	45
1490	Maroon 5	538	46
1490	Blue October	1380	47
1490	Hadouken!	1191	48
1490	The Kooks	1048	49
1490	Mindless Self Indulgence	45	50
217	Black Sabbath	1369	1
217	Iron Maiden	917	2
217	AC/DC	706	3
217	KISS	2343	4
217	Ramones	1513	5
217	The Cramps	3430	6
217	Slayer	841	7
217	Misfits	1206	8
217	Metallica	707	9
217	Guns N' Roses	1249	10
217	Megadeth	918	11
217	Motörhead	1360	12
217	Overkill	1257	13
217	Frank Zappa	2624	14
217	Captain Beefheart & His Magic Band	2475	15
217	The Residents	2026	16
217	The Donnas	989	17
217	Primus	2375	18
217	The B-52's	3281	19
217	Joe Satriani	1132	20
217	Sonic Youth	1504	21
217	Crystal Castles	757	22
217	David Bowie	599	23
217	Nick Cave and the Bad Seeds	867	24
217	The Black Keys	1976	25
217	Arcade Fire	199	26
217	Tom Waits	197	27
217	The Smiths	429	28
217	The Rolling Stones	735	29
217	U2	511	30
217	CAKE	202	31
217	Porcupine Tree	152	32
217	Billy Joel	2444	33
217	The New Pornographers	2424	34
217	Oingo Boingo	1889	35
217	Bob Dylan	212	36
217	Joanna Newsom	1732	37
217	Stevie Wonder	1427	38
217	Ludwig van Beethoven	1130	39
217	Opeth	188	40
217	Muse	190	41
217	Pink Floyd	163	42
217	Elvis Presley	1244	43
217	Coil	2030	44
