userId	title	bookId	rank
1084	 The Bourne Supremacy 	2413	40
1084	 The Bourne Ultimatum 	1201	41
1084	 The Firm 	1952	42
1084	 The Pelican Brief 	85	43
1084	 The Client 	1206	44
1084	 The Shining 	382	45
1084	 Carrie 	49	46
1084	 The Stand 	54	47
1084	 The Silence of the Lambs 	207	48
1084	 Hannibal 	795	49
1084	 Red Dragon 	583	50
263	 Divergent 	2354	2
263	 Shiver 	2092	3
263	 The Maze Runner 	14	4
263	 Hush, Hush 	129	5
263	 The Mortal Instruments series 	179	6
263	 The Twilight Saga 	847	7
263	 The Vampire Diaries series 	1670	8
263	 The Selection 	2804	10
263	 The Chemical Garden Trilogy 	2561	11
263	 The Darkest Minds 	1532	12
263	 The Giver 	42	13
263	 Matched 	11	16
263	 The Lunar Chronicles 	1160	17
263	 The 5th Wave 	2651	18
263	 The Hunger Games Trilogy 	964	19
263	 The Uglies series 	1177	20
263	 The Vampire Academy series 	742	21
263	 The House of Night series 	703	22
263	 The Raven Cycle series 	1177	24
263	 The Iron Fey series 	610	25
263	 The Lux series 	1177	26
263	 The Bloodlines series 	2593	27
263	 The Mara Dyer Trilogy 	2561	28
263	 The Program 	1521	30
263	 The Testing 	1007	32
263	 The Maze Runner series 	14	33
263	 The Darkest Part of the Forest 	926	34
263	 The Coldest Girl in Coldtown 	1530	35
263	 The Diviners 	42	36
263	 The Gemma Doyle Trilogy 	2561	37
263	 The Grisha Trilogy 	2561	38
263	 The Shadow and Bone Trilogy 	2211	39
263	 The Young Elites 	774	40
263	 The Legend Trilogy 	2561	41
263	 The Lunar Chronicles 	1160	42
263	 The Chemical Garden Trilogy 	2561	43
263	 The Selection series 	2696	44
263	 The Red Queen 	818	45
263	 The Queen of the Tearling 	744	46
263	 The Witch Hunter 	2487	47
263	 The Bone Season 	2413	48
263	 The Fifth Season 	2838	49
263	 The Broken Earth Trilogy 	1912	50
792	 Pride and Prejudice 	61	1
792	 Wuthering Heights 	248	2
792	 To Kill a Mockingbird 	305	3
792	 The Catcher in the Rye 	3	4
792	 The Great Gats	6	5
792	 1984 	705	6
792	 Animal Farm 	187	7
792	 The Adventures of Huckleberry Finn 	249	8
792	 The Adventures of Tom Sawyer 	169	9
792	 The Picture of Dorian Gray 	5	10
792	 The Importance of Being Earnest 	833	11
792	 The Hobbit 	19	12
792	 The Lord of the Rings 	50	13
792	 The Chronicles of Narnia 	254	14
792	 The Hitchhiker's Guide to the Galaxy 	1736	15
792	 The Da Vinci Code 	278	16
792	 Angels and Demons 	96	17
792	 The Girl with the Dragon Tattoo 	668	18
792	 The Hunger Games 	331	19
792	 Catching Fire 	211	20
792	 Mockingjay 	402	21
792	 The Maze Runner 	14	22
792	 Looking for Alaska 	373	24
792	 Paper Towns 	464	25
792	 The Book Thief 	266	26
792	 The Kite Runner 	112	27
792	 A Thousand Splendid Suns 	202	28
792	 The Alchemist 	113	29
792	 One Hundred Years of Solitude 	320	30
792	 Love in the Time of Cholera 	318	31
792	 The Name of the Rose 	1626	32
792	 The Shadow of the Wind 	281	33
792	 The Time Traveler's Wife 	227	34
792	 The Lovely Bones 	353	35
792	 The Help 	269	36
792	 The Color Purple 	411	37
792	 The Handmaid's Tale 	1240	38
792	 The Road 	799	39
792	 The Stand 	54	40
792	 The Shining 	382	42
792	 The Silence of the Lambs 	207	43
792	 Red Dragon 	583	44
792	 The Bourne Identity 	909	45
792	 The Bourne Supremacy 	2413	46
792	 The Bourne Ultimatum 	1201	47
792	 The Girl on the Train 	668	48
792	 Gone Girl 	2483	49
792	 The Martian 	521	50
180	 American Psycho 	346	1
180	 The Girl with the Dragon Tattoo 	668	2
180	 The Silence of the Lambs 	207	3
180	 The Shining 	382	4
180	 The Catcher in the Rye 	3	5
180	 The Da Vinci Code 	278	6
180	 The Hitchhiker's Guide to the Galaxy 	1736	7
180	 The Picture of Dorian Gray 	5	8
180	 The Great Gats	6	9
180	 The Hobbit 	19	10
180	 The Lord of the Rings 	50	11
180	 The Hunger Games 	331	12
180	 1984 	705	13
180	 Animal Farm 	187	14
180	 Brave New World 	7	15
180	 Fahrenheit 451 	73	16
180	 The Road 	799	17
180	 The Martian 	521	18
180	 The Hitchhiker's Guide to the Galaxy 	1736	19
180	 The Catcher in the Rye 	3	20
180	 The Da Vinci Code 	278	21
180	 The Picture of Dorian Gray 	5	22
180	 The Great Gats	6	23
180	 The Hobbit 	19	24
180	 The Lord of the Rings 	50	25
180	 The Hunger Games 	331	26
180	 1984 	705	27
180	 Animal Farm 	187	28
180	 Brave New World 	7	29
180	 Fahrenheit 451 	73	30
180	 The Road 	799	31
180	 The Martian 	521	32
180	 The Hitchhiker's Guide to the Galaxy 	1736	33
180	 The Catcher in the Rye 	3	34
180	 The Da Vinci Code 	278	35
180	 The Picture of Dorian Gray 	5	36
180	 The Great Gats	6	37
180	 The Hobbit 	19	38
180	 The Lord of the Rings 	50	39
180	 The Hunger Games 	331	40
180	 1984 	705	41
180	 Animal Farm 	187	42
180	 Brave New World 	7	43
180	 Fahrenheit 451 	73	44
180	 The Road 	799	45
180	 The Martian 	521	46
180	 The Hitchhiker's Guide to the Galaxy 	1736	47
180	 The Catcher in the Rye 	3	48
180	 The Da Vinci Code 	278	49
180	 The Picture of Dorian Gray 	5	50
71	 Eragon 	82	1
71	 Brisingr 	321	2
71	 Inheritance 	134	3
71	 The Alchemyst 	113	4
71	 The Magician 	1421	5
71	 The Sorceress 	2109	6
71	 The Necromancer 	499	7
71	 The Warlock 	825	8
71	 The Enchantress 	2307	9
71	 The Lightning Thief 	2201	10
71	 The Sea of Monsters 	2039	11
71	 The Titan's Curse 	367	12
71	 The Battle of the La	2175	13
71	 The Last Olympian 	368	14
71	 The Lost Hero 	1426	15
71	 The Son of Neptune 	1204	16
71	 The Mark of Athena 	783	17
71	 The House of Hades 	2691	18
71	 The Hunger Games 	331	20
71	 Catching Fire 	211	21
71	 Mockingjay 	402	22
71	 Divergent 	2354	23
71	 The Maze Runner 	14	26
71	 The Scorch Trials 	1588	27
71	 The Death Cure 	1970	28
71	 The Kill Order 	764	29
71	 The Fever Code 	351	30
71	 Looking for Alaska 	373	32
71	 Paper Towns 	464	33
71	 An Abundance of Katherines 	811	34
71	 Will Grayson, Will Grayson 	361	35
71	 The Perks of Being a Wallflower 	171	36
71	 The Giver 	42	37
71	 Gathering Blue 	1692	38
71	 The Book Thief 	266	41
71	 I Am the Messenger 	629	42
71	 The Chronicles of Narnia 	254	43
71	 The Lord of the Rings 	50	44
71	 The Hobbit 	19	45
71	 The Hitchhiker's Guide to the Galaxy 	1736	46
71	 The Da Vinci Code 	278	47
71	 Angels and Demons 	96	48
71	 Inferno 	614	49
703	 1984 	705	1
703	 The Road 	799	2
703	 The Hunger Games 	331	3
703	 Lord of the Flies 	168	4
703	 The Giver 	42	5
703	 Fahrenheit 451 	73	6
703	 The Catcher in the Rye 	3	7
703	 To Kill a Mockingbird 	305	8
703	 The Maze Runner 	14	9
703	 The Book Thief 	266	10
703	 The Girl with the Dragon Tattoo 	668	12
703	 The Da Vinci Code 	278	13
703	 The Hobbit 	19	14
703	 The Lord of the Rings 	50	15
703	 The Chronicles of Narnia 	254	16
703	 The Hitchhiker's Guide to the Galaxy 	1736	17
703	 Ender's Game 	515	18
703	 The Alchemist 	113	19
703	 The Picture of Dorian Gray 	5	20
703	 The Great Gats	6	21
703	 One Hundred Years of Solitude 	320	22
703	 The Kite Runner 	112	23
703	 A Thousand Splendid Suns 	202	24
703	 The Color Purple 	411	25
703	 The Help 	269	26
703	 The Secret Life of Bees 	102	27
703	 The Lovely Bones 	353	28
703	 The Time Traveler's Wife 	227	29
703	 The Curious Incident of the Dog in the Night-Time 	463	30
703	 The Perks of Being a Wallflower 	171	31
703	 The Bell Jar 	451	32
703	 The Handmaid's Tale 	1240	33
703	 The Testaments 	2469	34
703	 Alias Grace 	2482	35
703	 The Blind Assassin 	1798	36
703	 The Year of the Flood 	926	38
703	 The Oryx and Crake Trilogy 	2444	39
703	 The Stand 	54	40
703	 The Shining 	382	42
703	 Carrie 	49	43
703	 Misery 	2875	44
703	 The Dark Tower Series 	121	45
703	 The Girl on the Train 	668	46
703	 Gone Girl 	2483	47
703	 Sharp Objects 	2147	48
703	 The Immortal Life of Henrietta Lacks 	1285	49
703	 The Devil in the White City 	1450	50
553	 1984 	705	1
553	 Brave New World 	7	2
553	 Fahrenheit 451 	73	3
553	 The Catcher in the Rye 	3	4
553	 Slaughterhouse-Five 	160	5
553	 The Road 	799	6
553	 The Handmaid's Tale 	1240	7
553	 The Hunger Games 	331	8
553	 Ender's Game 	515	9
553	 The Lord of the Rings 	50	11
553	 The Hobbit 	19	12
553	 The Chronicles of Narnia 	254	13
553	 The Da Vinci Code 	278	15
553	 Angels and Demons 	96	16
553	 The Girl with the Dragon Tattoo 	668	17
553	 The Girl Who Played with Fire 	395	18
553	 The Girl Who Kicked the Hornets' Nest 	299	19
553	 The Silence of the Lambs 	207	20
553	 Red Dragon 	583	21
553	 Hannibal 	795	22
553	 The Shining 	382	23
553	 Pet Sematary 	442	25
553	 Misery 	2875	26
553	 The Dark Tower series 	121	27
553	 The Name of the Wind 	384	28
553	 The Wise Man's Fear 	2195	29
553	 The Blade Itself 	2351	31
553	 The Way of Kings 	2428	32
553	 Mistborn 	417	33
553	 The Final Empire 	2588	34
553	 The Well of Ascension 	1928	35
553	 The Hero of Ages 	1237	36
553	 The First Law Trilogy 	2561	38
553	 The Kingkiller Chronicle 	1160	39
553	 The Dresden Files 	893	40
553	 The Belgariad 	1032	41
553	 The Malloreon 	2664	42
553	 The Wheel of Time 	525	43
553	 The Stormlight Archive 	1150	44
553	 The Mistborn Trilogy 	2561	45
553	 The Lightbringer Series 	2201	46
553	 The Night Angel Trilogy 	149	47
553	 The Black Prism 	2834	48
553	 The Broken Empire Trilogy 	149	49
553	 The Red Queen's War Trilogy 	1912	50
1207	 Impulse 	370	1
1207	 Glass 	1053	2
1207	 Tricks 	978	4
1207	 Perfect 	510	5
1207	 Smoke 	2062	8
1207	 Crank 	386	9
1207	 Go Ask Alice 	104	10
1207	 Jay's Journal 	1263	11
1207	 Candy 	2499	12
1207	 A Million Little Pieces 	880	13
1207	 Dry 	1799	14
1207	 Running with Scissors 	244	15
1207	 Wintergirls 	2454	18
1207	 Speak 	170	19
1207	 Thirteen Reasons Why 	307	20
1207	 Looking for Alaska 	373	21
1207	 Paper Towns 	464	23
1207	 Lucas 	1541	24
1207	 The Perks of Being a Wallflower 	171	26
1207	 The Hunger Games 	331	27
1207	 Divergent 	2354	28
1207	 The Maze Runner 	14	29
1207	 City of Bones 	177	30
1207	 Twilight 	2060	31
1207	 The Host 	1727	35
1207	 The Silver Kiss 	1957	36
1207	 Blood and Chocolate 	137	37
1207	 Shiver 	2092	38
1207	 Beautiful Creatures 	751	39
1207	 Hush, Hush 	129	40
1207	 The Vampire Diaries 	742	42
1207	 The Secret Circle 	1970	43
1207	 The Mortal Instruments 	179	44
1207	 Carrie 	49	45
1207	 The Shining 	382	46
1207	 Pet Sematary 	442	48
1207	 Misery 	2875	49
1207	 Romeo and Juliet 	585	50
227	 Wicked Lovely 	348	1
227	 Ironside: A Modern Faery's Tale 	873	2
227	 Blue Bloods 	1365	3
227	 Evernight 	1454	4
227	 Hush, Hush 	129	5
227	 The Mortal Instruments series 	179	6
227	 The Vampire Diaries 	742	7
227	 Shiver 	2092	8
227	 Beautiful Creatures 	751	9
227	 The Iron Fey series 	610	10
227	 The Dark Divine 	2555	11
227	 The Wolves of Mercy Falls series 	1192	12
227	 The House of Night series 	703	13
227	 The Immortals series 	513	14
227	 The Hunger Games 	331	15
227	 The Maze Runner 	14	16
227	 The Giver 	42	17
227	 Divergent 	2354	19
227	 Matched 	11	20
227	 The Selection 	2804	23
227	 Graceling 	1428	25
227	 The Raven Boys 	815	26
227	 The Name of the Wind 	384	29
227	 The Kingkiller Chronicle series 	1160	31
227	 Mistborn 	417	32
227	 The Way of Kings 	2428	33
227	 The Stormlight Archive series 	1150	34
227	 The First Law trilogy 	2561	35
227	 The Blade Itself 	2351	36
227	 The Black Prism 	2834	39
227	 The Lightbringer series 	2201	40
227	 The Powder Mage trilogy 	2759	41
227	 The Shadow Campaigns series 	1500	42
227	 The Broken Empire trilogy 	149	43
227	 The Red Queen's War trilogy 	964	44
227	 The King of Thorns 	490	45
227	 The Prince of Fools 	2169	46
227	 The Broken Empire series 	18	47
227	 The Expanse series 	610	49
227	 The Martian 	521	50
1128	 Animal Farm 	187	1
1128	 Brave New World 	7	2
1128	 Fahrenheit 451 	73	3
1128	 The Catcher in the Rye 	3	4
1128	 Lord of the Flies 	168	5
1128	 To Kill a Mockingbird 	305	6
1128	 The Great Gats	6	7
1128	 One Hundred Years of Solitude 	320	8
1128	 Crime and Punishment 	44	9
1128	 The Brothers Karamazov 	522	10
1128	 Heart of Darkness 	219	11
1128	 The Picture of Dorian Gray 	5	12
1128	 The Adventures of Sherlock Holmes 	158	13
1128	 The War of the Worlds 	783	14
1128	 The Time Machine 	673	15
1128	 The Invisible Man 	40	16
1128	 The Strange Case of Dr. Jekyll and Mr. Hyde 	43	17
1128	 The Count of Monte Cristo 	250	18
1128	 Les Misérables 	267	19
1128	 Anna Karenina 	159	20
1128	 War and Peace 	1128	21
1128	 The Idiot 	760	22
1128	 The Trial 	1588	23
1128	 The Metamorphosis 	702	24
1128	 The Old Man and the Sea 	390	25
1128	 For Whom the Bell Tolls 	358	26
1128	 The Sound and the Fury 	1257	28
1128	 As I Lay Dying 	1321	29
1128	 Absalom, Absalom! 	2518	30
1128	 The Grapes of Wrath 	804	31
1128	 East of Eden 	573	32
1128	 Of Mice and Men 	77	33
1128	 The Hobbit 	19	34
1128	 The Lord of the Rings 	50	35
1128	 The Silmarillion 	25	36
1128	 The Chronicles of Narnia 	254	37
1128	 The Hitchhiker's Guide to the Galaxy 	1736	38
1128	 The Martian Chronicles 	521	39
1128	 Slaughterhouse-Five 	160	40
1128	 Cat's Cradle 	523	41
1128	 Breakfast of Champions 	630	42
1128	 The Handmaid's Tale 	1240	43
1128	 Oryx and Crake 	2444	44
1128	 The Blind Assassin 	1798	45
1128	 The Road 	799	46
1128	 Blood Meridian 	2675	47
1128	 The Dark Tower 	2242	48
1128	 The Name of the Wind 	384	49
1128	 The Wise Man's Fear 	2195	50
458	 Stormbreaker 	1771	1
458	 The Hunger Games 	331	3
458	 To Kill a Mockingbird 	305	4
458	 The Catcher in the Rye 	3	5
458	 The Great Gats	6	6
458	 1984 	705	7
458	 Animal Farm 	187	8
458	 Lord of the Flies 	168	9
458	 The Hobbit 	19	10
458	 The Lord of the Rings 	50	11
458	 The Chronicles of Narnia 	254	12
458	 The Da Vinci Code 	278	13
458	 Angels and Demons 	96	14
458	 The Girl with the Dragon Tattoo 	668	15
458	 The Girl Who Played with Fire 	395	16
458	 The Girl Who Kicked the Hornets' Nest 	299	17
458	 The Help 	269	18
458	 The Kite Runner 	112	19
458	 A Thousand Splendid Suns 	202	20
458	 The Alchemist 	113	21
458	 The Picture of Dorian Gray 	5	22
458	 The Adventures of Sherlock Holmes 	158	23
458	 The Hound of the Baskervilles 	1880	24
458	 The Time Machine 	673	25
458	 The War of the Worlds 	783	26
458	 The Invisible Man 	40	27
458	 The Island of Dr. Moreau 	1765	28
458	 The Strange Case of Dr. Jekyll and Mr. Hyde 	43	29
458	 Treasure Island 	167	30
458	 The Adventures of Tom Sawyer 	169	31
458	 The Adventures of Huckleberry Finn 	249	32
458	 The Count of Monte Cristo 	250	33
458	 Les Misérables 	267	34
458	 The Three Musketeers 	221	35
458	 The Name of the Wind 	384	36
458	 The Wise Man's Fear 	2195	37
458	 The Way of Kings 	2428	38
458	 Mistborn 	417	39
458	 The Final Empire 	2588	40
458	 The Well of Ascension 	1928	41
458	 The Hero of Ages 	1237	42
458	 The Eye of the World 	2261	43
458	 The Great Hunt 	1565	44
458	 The Dragon Reborn 	2447	45
458	 The Shadow Rising 	1500	46
458	 The Fires of Heaven 	627	47
458	 The Lord of Chaos 	50	48
458	 A Game of Thrones 	306	49
458	 A Game of Thrones 	306	50
225	 The Hunger Games 	331	1
225	 Divergent 	2354	2
225	 The Maze Runner 	14	4
225	 The Giver 	42	5
225	 The Book Thief 	266	6
225	 The Perks of Being a Wallflower 	171	7
225	 The Girl on the Train 	668	8
225	 The Help 	269	9
225	 The Time Traveler's Wife 	227	10
225	 The Kite Runner 	112	11
225	 The Da Vinci Code 	278	12
225	 The Alchemist 	113	13
225	 The Secret Life of Bees 	102	14
225	 The Lovely Bones 	353	15
225	 The Sisterhood of the Traveling Pants 	196	16
225	 The Notebook 	114	17
225	 The Twilight Saga 	847	18
225	 The Harry Potter series 	8	19
225	 The Chronicles of Narnia 	254	20
225	 The Lord of the Rings 	50	21
225	 The Hobbit 	19	22
225	 The Catcher in the Rye 	3	23
225	 To Kill a Mockingbird 	305	24
225	 The Great Gats	6	25
225	 1984 	705	26
225	 Animal Farm 	187	27
225	 Brave New World 	7	28
225	 Fahrenheit 451 	73	29
225	 The Handmaid's Tale 	1240	30
225	 The Road 	799	31
225	 The Stand 	54	32
225	 The Shining 	382	33
225	 The Dark Tower series 	121	35
225	 The Name of the Wind 	384	36
225	 The Kingkiller Chronicle series 	1160	38
225	 The Stormlight Archive series 	1150	39
225	 Mistborn series 	417	40
225	 The Wheel of Time series 	525	41
225	 The Malazan Book of the Fallen series 	1600	42
225	 The First Law trilogy 	2561	43
225	 The Broken Empire trilogy 	149	44
225	 The Powder Mage trilogy 	2759	45
225	 The Lightbringer series 	2201	46
225	 The Black Company series 	2263	47
225	 The Dresden Files series 	893	48
225	 The Iron Druid Chronicles series 	1133	49
1314	 The Picture of Dorian Gray 	5	1
1314	 The Strange Case of Dr. Jekyll and Mr. Hyde 	43	2
1314	 The Adventures of Sherlock Holmes 	158	3
1314	 The Hound of the Baskervilles 	1880	4
1314	 The Count of Monte Cristo 	250	5
1314	 The Three Musketeers 	221	6
1314	 The War of the Worlds 	783	7
1314	 The Time Machine 	673	8
1314	 1984 	705	9
1314	 Animal Farm 	187	10
1314	 Brave New World 	7	11
1314	 Fahrenheit 451 	73	12
1314	 The Hitchhiker's Guide to the Galaxy 	1736	13
1314	 The Lord of the Rings 	50	14
1314	 The Hobbit 	19	15
1314	 The Chronicles of Narnia 	254	16
1314	 The Catcher in the Rye 	3	17
1314	 To Kill a Mockingbird 	305	18
1314	 The Great Gats	6	19
1314	 One Hundred Years of Solitude 	320	20
1314	 Love in the Time of Cholera 	318	21
1314	 Crime and Punishment 	44	22
1314	 War and Peace 	1128	23
1314	 Anna Karenina 	159	24
1314	 The Brothers Karamazov 	522	25
1314	 The Idiot 	760	26
1314	 Don Quixote 	650	27
1314	 The Canterbury Tales 	341	28
1314	 The Divine Comedy 	1107	29
1314	 Paradise Lost 	214	30
1314	 The Odyssey 	94	31
1314	 The Iliad 	1032	32
1314	 The Epic of Gilgamesh 	997	34
1314	 The Book of Job 	2502	35
1314	 The Book of Psalms 	2783	36
1314	 The Book of Ecclesiastes 	2502	37
1314	 The Book of Proverbs 	2587	38
1314	 The Book of Daniel 	1231	39
1314	 The Book of Esther 	1194	40
1314	 The Book of Ruth 	2502	41
1314	 The Book of Jonah 	2502	42
1314	 The Book of Nehemiah 	2502	43
1314	 The Book of Ezra 	2783	44
1314	 The Book of Haggai 	2783	45
1314	 The Book of Zechariah 	2783	46
1314	 The Book of Malachi 	2502	47
1314	 The Book of Habakkuk 	2527	48
1314	 The Book of Obadiah 	2783	49
1314	 The Book of Zephaniah 	2783	50
81	 To Kill a Mockingbird 	305	1
81	 The Catcher in the Rye 	3	2
81	 Animal Farm 	187	3
81	 Brave New World 	7	4
81	 The Great Gats	6	5
81	 The Lord of the Rings 	50	6
81	 The Hobbit 	19	7
81	 The Diary of a Young Girl 	251	8
81	 The Book Thief 	266	9
81	 The Kite Runner 	112	10
81	 The Alchemist 	113	11
81	 The Little Prince 	369	12
81	 The Picture of Dorian Gray 	5	13
81	 The Adventures of Huckleberry Finn 	249	14
81	 The Adventures of Tom Sawyer 	169	15
81	 The Count of Monte Cristo 	250	16
81	 The Three Musketeers 	221	17
81	 The Brothers Karamazov 	522	18
81	 Crime and Punishment 	44	19
81	 One Hundred Years of Solitude 	320	20
81	 Love in the Time of Cholera 	318	21
81	 The Name of the Rose 	1626	22
81	 The Da Vinci Code 	278	23
81	 Angels and Demons 	96	24
81	 The Girl with the Dragon Tattoo 	668	25
81	 The Girl Who Played with Fire 	395	26
81	 The Girl Who Kicked the Hornets' Nest 	299	27
81	 The Road 	799	28
81	 A Clockwork Orange 	807	29
81	 The Shining 	382	30
81	 The Stand 	54	31
81	 The Silence of the Lambs 	207	32
81	 Red Dragon 	583	33
81	 The Secret History 	1988	35
81	 The Goldfinch 	2479	36
81	 The Martian 	521	37
81	 The Hitchhiker's Guide to the Galaxy 	1736	38
81	 The War of the Worlds 	783	39
81	 The Time Machine 	673	40
81	 The Invisible Man 	40	41
81	 The Island of Dr. Moreau 	1765	42
81	 The Strange Case of Dr. Jekyll and Mr. Hyde 	43	43
81	 Treasure Island 	167	44
81	 The Adventures of Sherlock Holmes 	158	45
81	 The Hound of the Baskervilles 	1880	46
81	 The Picture of Dorian Gray 	5	47
513	 The Hunger Games 	331	1
513	 To Kill a Mockingbird 	305	3
513	 The Catcher in the Rye 	3	4
513	 The Great Gats	6	6
513	 1984 	705	7
513	 Animal Farm 	187	8
513	 Lord of the Flies 	168	9
513	 The Hobbit 	19	10
513	 The Lord of the Rings 	50	11
513	 The Chronicles of Narnia 	254	12
513	 The Girl with the Dragon Tattoo 	668	13
513	 The Da Vinci Code 	278	14
513	 Angels and Demons 	96	15
513	 The Girl on the Train 	668	16
513	 Gone Girl 	2483	17
513	 The Maze Runner 	14	18
513	 Divergent 	2354	19
513	 The Selection 	2804	20
513	 The Mortal Instruments 	179	21
513	 The Twilight Saga 	847	23
513	 The Host 	1727	24
513	 The Vampire Diaries 	742	25
513	 The Secret Circle 	1970	26
513	 The Sookie Stackhouse Novels 	1763	27
513	 The Southern Vampire Mysteries 	18	28
513	 The Dresden Files 	893	29
513	 The Percy Jackson and the Olympians series 	637	30
513	 The Heroes of Olympus series 	2388	31
513	 The Kane Chronicles 	1160	32
513	 The Inheritance Cycle 	134	33
513	 The Hunger Games Trilogy 	964	34
513	 The Maze Runner Trilogy 	14	35
513	 The Divergent Trilogy 	1912	36
513	 The Selection Series 	2593	37
513	 The Mortal Instruments Series 	179	38
513	 The Twilight Saga 	847	40
513	 The Vampire Diaries Series 	742	41
513	 The Secret Circle Series 	102	42
513	 The Sookie Stackhouse Novels 	1763	43
513	 The Southern Vampire Mysteries 	18	44
513	 The Dresden Files Series 	893	45
513	 The Percy Jackson and the Olympians Series 	637	46
513	 The Heroes of Olympus Series 	1982	47
513	 The Kane Chronicles Series 	1160	48
513	 The Inheritance Cycle Series 	134	49
513	 The Chronicles of Prydain 	2328	50
1241	 The Kite Runner 	112	1
1241	 To Kill a Mockingbird 	305	2
1241	 1984 	705	3
1241	 The Catcher in the Rye 	3	4
1241	 The Great Gats	6	5
1241	 One Hundred Years of Solitude 	320	6
1241	 The Alchemist 	113	7
1241	 The Hunger Games 	331	8
1241	 The Girl with the Dragon Tattoo 	668	9
1241	 The Da Vinci Code 	278	10
1241	 The Hobbit 	19	11
1241	 The Lord of the Rings 	50	12
1241	 The Chronicles of Narnia 	254	13
1241	 The Hitchhiker's Guide to the Galaxy 	1736	14
1241	 The Picture of Dorian Gray 	5	15
1241	 The Adventures of Sherlock Holmes 	158	16
1241	 The War of the Worlds 	783	17
1241	 The Time Machine 	673	18
1241	 The Invisible Man 	40	19
1241	 The Island of Dr. Moreau 	1765	20
1241	 The Call of the Wild 	326	21
1241	 White Fang 	252	22
1241	 The Old Man and the Sea 	390	23
1241	 For Whom the Bell Tolls 	358	24
1241	 The Grapes of Wrath 	804	26
1241	 Of Mice and Men 	77	27
1241	 East of Eden 	573	28
1241	 The Road 	799	29
1241	 No Country for Old Men 	1632	30
1241	 Blood Meridian 	2675	31
1241	 The Martian 	521	32
1241	 The Handmaid's Tale 	1240	34
1241	 Brave New World 	7	35
1241	 Fahrenheit 451 	73	36
1241	 The Stand 	54	37
1241	 The Shining 	382	39
1241	 The Dark Tower series 	121	40
1241	 The Name of the Wind 	384	41
1241	 The Wise Man's Fear 	2195	42
1241	 The Blade Itself 	2351	44
1241	 The Way of Kings 	2428	45
1241	 Mistborn 	417	46
1241	 The Final Empire 	2588	47
1241	 The First Law Trilogy 	2561	49
1241	 The Kingkiller Chronicle 	1160	50
290	 To Kill a Mockingbird 	305	1
290	 The Catcher in the Rye 	3	2
290	 1984 	705	3
