userId	title	itemId	rank
204	 Reservoir Dogs (1992)	1089	9
204	 Pulp Fiction (1994)	296	10
204	 The Big Lebowski (1998)	1732	11
204	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	12
204	 Gattaca (1997)	1653	13
204	 American History X (1998)	2329	14
204	 The Matrix (1999)	2571	15
204	 The Blair Witch Project (1999)	2710	16
204	 Fight Club (1999)	2959	17
204	 Donnie Darko (2001)	4878	18
204	 Requiem for a Dream (2000)	3949	19
204	 Stranger than Fiction (2006)	46976	20
204	 The Hurt Locker (2008)	69481	21
204	 Angels & Demons (2009)	68554	22
204	 Moon (2009)	68237	23
204	 Armageddon (1998)	1917	24
204	 The Fifth Element (1997)	1527	25
204	 Dogville (2003)	7371	26
204	 Star Wars: Episode IV - A New Hope (1977)	260	27
204	 Gladiator (2000)	3578	28
204	 The Departed (2006)	48516	29
204	 The Usual Suspects (1995)	50	30
204	 Zero Dark Thirty (2012)	98961	31
204	 Fear and Loathing in Las Vegas (1998)	1884	32
204	 Into the Wild (2007)	55247	33
204	 25th Hour (2002)	5954	34
204	 Alien (1979)	1214	35
204	 Munich (2005)	41997	36
204	 How to Train Your Dragon (2010)	76093	37
204	 Source Code (2011)	85414	38
204	 Pink Floyd: The Wall (1982)	1298	39
204	 The Lord of the Rings: The Return of the King (2003)	7153	40
204	 Natural Born Killers (1994)	288	41
204	 Taxi Driver (1976)	111	42
204	 Easy Rider (1969)	3168	43
204	 Das Boot (1981)	4080	44
204	 Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)	750	45
204	 The Motorcycle Diaries (2004)	160730	46
204	 Django Unchained (2012)	99114	47
204	 Life Is Beautiful (1997)	2324	48
204	 The Hobbit: An Unexpected Journey (2012)	98809	49
204	 Gone Girl (2014)	112556	50
173	 Schindler's List (1993) 5/5	527	1
173	 Forrest Gump (1994) 5/5	356	2
173	 Quiz Show (1994)	300	3
173	 Seven (a.k.a. Se7en) (1995)	47	4
173	 Shawshank Redemption, The (1994)	318	5
173	 Dead Man Walking (1995)	36	6
173	 Star Trek: First Contact (1996)	1356	7
173	 Natural Born Killers (1994)	288	8
173	 Mission: Impossible (1996)	648	9
173	 Ace Ventura: Pet Detective (1994)	344	10
173	 Murder in the First (1995)	280	11
173	 Leaving Las Vegas (1995)	25	12
173	 Batman Forever (1995)	153	13
173	 Client, The (1994)	350	14
173	 Independence Day (a.k.a. ID4) (1996)	780	15
173	 Crimson Tide (1995)	161	16
173	 American President, The (1995)	11	17
173	 Like Water for Chocolate (Como agua para chocolate) (1992)	265	18
173	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	19
173	 Batman (1989)	592	20
173	 Ed Wood (1994)	235	21
173	 Usual Suspects, The (1995)	50	22
173	 Disclosure (1994)	225	23
173	 Dances with Wolves (1990)	590	24
173	 Toy Story (1995)	1	25
173	 Jumanji (1995)	2	26
173	 Legends of the Fall (1994)	266	27
173	 Fugitive, The (1993)	457	28
173	 Four Weddings and a Funeral (1994)	357	29
173	 Twister (1996)	736	30
173	 True Lies (1994)	380	31
173	 Mr. Holland's Opus (1995)	62	32
173	 Broken Arrow (1996)	95	33
173	 Lion King, The (1994)	364	34
173	 Sleepless in Seattle (1993)	539	35
173	 French Kiss (1995)	236	36
173	 Firm, The (1993)	454	37
173	 Silence of the Lambs, The (1991)	593	38
173	 Get Shorty (1995)	21	39
173	 Net, The (1995)	185	40
173	 Smoke (1995)	194	41
173	 Pulp Fiction (1994)	296	42
173	 Little Women (1994)	261	43
173	 Terminator 2: Judgment Day (1991)	589	44
173	 Madness of King George, The (1994)	272	45
173	 Hoop Dreams (1994)	246	46
173	 Muriel's Wedding (1994)	342	47
173	 Clerks (1994)	223	48
173	 Mrs. Doubtfire (1993) 4/5	500	49
173	 Jurassic Park (1993) 4/5	480	50
544	 Heat (1995)	6	1
544	 Silence of the Lambs, The (1991)	593	2
544	 Star Wars: Episode IV - A New Hope (1977)	260	3
544	 Sense and Sensibility (1995)	17	4
544	 Executive Decision (1996)	494	5
544	 Courage Under Fire (1996)	647	6
544	 Cable Guy, The (1996)	784	7
544	 Die Hard (1988)	1036	8
544	 Screamers (1995)	76	9
544	 Jack (1996)	765	10
544	 Willy Wonka & the Chocolate Factory (1971)	1073	11
544	 Lone Star (1996)	800	12
544	 Top Gun (1986)	1101	13
544	 Rock, The (1996)	733	14
544	 Ransom (1996)	832	15
544	 Beautiful Girls (1996)	94	16
544	 Grumpier Old Men (1995)	3	17
544	 Phenomenon (1996)	802	18
544	 Fugitive, The (1993)	457	19
544	 Tin Cup (1996)	852	20
544	 Ghost and the Darkness, The (1996)	1049	21
544	 Leaving Las Vegas (1995)	25	22
544	 Fargo (1996)	608	23
544	 Nutty Professor, The (1996)	788	24
544	 Sgt. Bilko (1996)	637	25
544	 Primal Fear (1996)	628	26
544	 Dragonheart (1996)	653	27
544	 Down Periscope (1996)	135	28
544	 Striptease (1996)	762	29
544	 Die Hard: With a Vengeance (1995)	165	30
544	 Rumble in the Bronx (Hont faan kui) (1995)	112	31
544	 Time to Kill, A (1996)	805	32
544	 Emma (1996)	26958	33
544	 Dead Man Walking (1995)	36	34
544	 Kingpin (1996)	785	35
544	 Birdcage, The (1996)	141	36
544	 Independence Day (a.k.a. ID4) (1996)	780	37
544	 Multiplicity (1996)	719	38
544	 Mystery Science Theater 3000: The Movie (1996)	671	39
544	 Hunchback of Notre Dame, The (1996)	783	40
544	 Eraser (1996)	786	41
544	 Mighty Aphrodite (1995)	52	42
544	 Up Close and Personal (1996)	140	43
544	 Broken Arrow (1996)	95	44
544	 White Squall (1996)	86	45
544	 Spy Hard (1996)	743	46
544	 Die Hard 2 (1990)	1370	47
544	 River Wild, The (1994)	376	48
544	 James and the Giant Peach (1996)	661	49
544	 Liar Liar (1997)	1485	50
49	 Inception (2010) 4/5	79132	1
49	 Despicable Me (2010) 4/5	79091	2
49	 District 9 (2009) 4/5	70286	3
49	 Finding Nemo (2003) 4/5	6377	4
49	 Cast Away (2000) 4/5	4022	5
49	 Forrest Gump (1994) 4/5	356	6
49	 Saving Private Ryan (1998) 4/5	2028	7
49	 Alien (1979) 4/5	1214	8
49	 Aliens (1986) 4/5	1200	9
49	 Schindler's List (1993) 4/5	527	10
49	 Braveheart (1995) 4/5	110	11
49	 Interstellar (2014) 4/5	109487	12
49	 Matrix, The (1999) 4/5	2571	13
49	 The Revenant (2015) 4/5	139385	14
49	 Logan (2017) 4/5	168252	15
49	 Lawrence of Arabia (1962)	1204	16
49	 Bug's Life, A (1998)	2355	17
49	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	18
49	 Lord of the Rings: The Return of the King, The (2003)	7153	19
49	 Pulp Fiction (1994)	296	20
49	 Frequency (2000)	3510	21
49	 Beautiful Mind, A (2001)	4995	22
49	 Shawshank Redemption, The (1994)	318	23
49	 Seven (a.k.a. Se7en) (1995)	47	24
49	 Casablanca (1942)	912	25
49	 Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	1198	26
49	 Star Wars: Episode VI - Return of the Jedi (1983)	1210	27
49	 Fight Club (1999)	2959	28
49	 Armageddon (1998)	1917	29
49	 Eternal Sunshine of the Spotless Mind (2004)	7361	30
49	 Others, The (2001)	4720	31
49	 Monsters, Inc. (2001)	4886	32
49	 Aladdin (1992)	588	33
49	 Léon: The Professional (a.k.a. The Professional) (Léon) (1994)	293	34
49	 Life Is Beautiful (La Vita è bella) (1997)	2324	35
49	 Godfather, The (1972)	858	36
49	 Big Fish (2003)	7147	37
49	 Pianist, The (2002)	5995	38
49	 Tarzan (1999)	2687	39
49	 Lethal Weapon 2 (1989)	2001	40
49	 Usual Suspects, The (1995)	50	41
49	 Toy Story (1995)	1	42
49	 WALL·E (2008)	60069	43
49	 Harry Potter and the Half-Blood Prince (2009)	69844	44
49	 Back to the Future Part II (1989)	2011	45
49	 Star Wars: Episode IV - A New Hope (1977)	260	46
49	 Lord of the Rings: The Two Towers, The (2002)	5952	47
49	 Star Wars: Episode III - Revenge of the Sith (2005)	33493	48
49	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	49
599	 The Godfather (1972)	858	1
599	 The Shawshank Redemption (1994)	318	2
599	 Schindler's List (1993)	527	3
599	 Unforgiven (1992)	1266	4
599	 The Silence of the Lambs (1991)	135937	5
599	 Psycho (1960)	1219	6
599	 The Dark Knight (2008)	58559	7
599	 The Lord of the Rings: The Return of the King (2003)	7153	8
599	 Pulp Fiction (1994)	296	10
599	 The Matrix (1999)	2571	11
599	 Fight Club (1999)	2959	12
599	 The Departed (2006)	48516	13
599	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	14
599	 The Lord of the Rings: The Two Towers (2002)	5952	15
599	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	16
599	 Aliens (1986)	1200	17
599	 Apocalypse Now (1979)	1208	18
599	 Star Wars: Episode VI - Return of the Jedi (1983)	1210	19
599	 Alien (1979)	1214	20
599	 Akira (1988)	1274	21
599	 High Noon (1952)	1283	22
599	 The Big Lebowski (1998)	1732	23
599	 Rushmore (1998)	2395	25
599	 The Terminator (1984)	1240	26
599	 Terminator 2: Judgment Day (1991)	589	27
599	 Blade Runner (1982)	541	28
599	 Heat (1995)	6	29
599	 Kill Bill: Vol. 1 (2003)	6874	30
599	 Lost in Translation (2003)	6711	31
599	 Amélie (2001)	5009	32
599	 Requiem for a Dream (2000)	3949	33
599	 The Road Warrior (1981)	131920	34
599	 Yojimbo (1961)	3030	35
599	 Double Indemnity (1944)	3435	36
599	 Léon: The Professional (1994)	136024	37
599	 The Hustler (1961)	3468	38
599	 Easy Rider (1969)	3168	39
599	 Rumble in the Bronx (1995)	112	40
599	 Vertigo (1958)	903	41
599	 The Big Sleep (1946)	1284	42
599	 Cool Hand Luke (1967)	1276	43
599	 Gone with the Wind (1939)	920	44
599	 The Adventures of Buckaroo Banzai Across the 8th Dimension (1984)	3070	45
599	 The Hate (1995)	6	46
599	 Three Kings (1999)	2890	47
599	 Nausicaä of the Valley of the Wind (1984)	7099	48
599	 The Maltese Falcon (1931)	913	49
253	 Fight Club (1999)	2959	1
253	 Ringu (Ring) (1998)	6242	2
253	 Hannah and Her Sisters (1986)	6993	4
253	 In the Mood For Love (Fa yeung nin wa) (2000)	4144	5
253	 Badlands (1973)	3741	6
253	 Punch-Drunk Love (2002)	5673	7
253	 The Seventh Seal (Sjunde inseglet, Det) (1957)	1237	8
253	 Rear Window (1954)	904	9
253	 Before Sunset (2004)	8638	10
253	 My Fair Lady (1964)	914	11
253	 Blade Runner (1982)	541	12
253	 It Happened One Night (1934)	905	13
253	 Three Colors: Red (Trois couleurs: Rouge) (1994)	306	14
253	 A Mighty Wind (2003)	6296	15
253	 The Breakfast Club (1985)	1968	16
253	 The Blues Brothers (1980)	1220	17
253	 Breakfast at Tiffany's (1961)	902	18
253	 The Usual Suspects (1995)	50	19
253	 Little Miss Sunshine (2006)	46578	20
253	 Schindler's List (1993)	527	21
253	 To Catch a Thief (1955)	933	22
253	 The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)	1201	23
253	 2001: A Space Odyssey (1968)	924	24
253	 Sideways (2004)	8949	25
253	 Psycho (1960)	1219	26
253	 The Hours (2002)	174815	27
253	 Braveheart (1995)	110	28
253	 American Splendor (2003)	6620	29
253	 Ponyo (Gake no ue no Ponyo) (2008)	65261	30
253	 Pi (1998)	1921	31
253	 Carrie (1976)	1345	32
253	 The Muppet Christmas Carol (1992)	2083	33
253	 Before Sunrise (1995)	215	34
253	 The Royal Tenenbaums (2001)	4979	35
253	 Chinatown (1974)	1252	36
253	 Manhattan (1979)	1244	37
253	 Heavenly Creatures (1994)	247	38
253	 The Shawshank Redemption (1994)	318	39
253	 Dancer in the Dark (2000)	3910	40
253	 The Magnificent Seven (1960)	162350	41
253	 Mary and Max (2009)	71899	42
253	 Eat Drink Man Woman (Yin shi nan nu) (1994)	232	43
253	 Butch Cassidy and the Sundance Kid (1969)	1304	44
253	 Pulp Fiction (1994)	296	45
253	 Some Like It Hot (1959)	910	46
253	 Requiem for a Dream (2000)	3949	47
253	 The Philadelphia Story (1940)	898	49
253	 For a Few Dollars More (Per qualche dollaro in più) (1965)	3681	50
324	 Godfather: Part II, The (1974)	1221	1
324	 Silence of the Lambs, The (1991)	593	2
324	 Goodfellas (1990)	1213	3
324	 Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	1198	4
324	 Graduate, The (1967)	1247	5
324	 Spartacus (1960)	2728	6
324	 Independence Day (a.k.a. ID4) (1996)	780	7
324	 Philadelphia Story, The (1940)	898	8
324	 Amadeus (1984)	1225	9
324	 Departed, The (2006)	48516	10
324	 Bank Job, The (2008)	58295	11
324	 Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)	922	12
324	 Lethal Weapon 3 (1992)	2002	13
324	 Terminator 2: Judgment Day (1991)	589	14
324	 Apocalypse Now (1979)	1208	16
324	 Eternal Sunshine of the Spotless Mind (2004)	7361	17
324	 Seven (a.k.a. Se7en) (1995)	47	18
324	 Matrix, The (1999)	2571	19
324	 Last Emperor, The (1987)	1960	20
324	 Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)	3996	21
324	 Thing, The (1982)	2288	22
324	 20,000 Leagues Under the Sea (1954)	1019	23
324	 Eraser (1996)	786	24
324	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	25
324	 One Flew Over the Cuckoo's Nest (1975)	1193	26
324	 Star Wars: Episode I - The Phantom Menace (1999)	2628	27
324	 Gods Must Be Crazy, The (1980)	2150	28
324	 L.A. Confidential (1997)	1617	29
324	 American Beauty (1999)	2858	30
324	 High Noon (1952)	1283	31
324	 My Neighbor Totoro (Tonari no Totoro) (1988)	5971	32
324	 Into the Wild (2007)	55247	33
324	 Pulp Fiction (1994)	296	34
324	 Crash (2004)	33166	35
324	 Out of Africa (1985)	1959	36
324	 Taxi Driver (1976)	111	37
324	 Get Shorty (1995)	21	38
324	 Inside Man (2006)	44199	39
324	 Postman, The (Postino, Il) (1994)	58	40
324	 Sixth Sense, The (1999)	2762	41
324	 Fight Club (1999)	2959	42
324	 Shawshank Redemption, The (1994)	318	43
324	 Reservoir Dogs (1992)	1089	44
324	 Birdcage, The (1996)	141	45
324	 Patton (1970)	1272	46
324	 Jurassic Park (1993)	480	47
324	 Saving Private Ryan (1998)	2028	48
324	 Aristocats, The (1970)	616	49
324	 Legend of Drunken Master, The (Jui kuen II) (1994)	3972	50
521	 Fargo (1996)	608	1
521	 Silence of the Lambs, The (1991)	593	2
521	 Shawshank Redemption, The (1994)	318	3
521	 Usual Suspects, The (1995)	50	4
521	 Braveheart (1995)	110	5
521	 Toy Story (1995)	1	6
521	 Father of the Bride Part II (1995)	5	7
521	 GoldenEye (1995)	10	8
521	 Streetcar Named Desire, A (1951)	1104	9
521	 Mr. Holland's Opus (1995)	62	10
521	 Primal Fear (1996)	628	11
521	 Emma (1996)	26958	12
521	 Much Ado About Nothing (1993)	497	13
521	 Beautiful Girls (1996)	94	14
521	 Arrival, The (1996)	748	15
521	 Birdcage, The (1996)	141	16
521	 Kids in the Hall: Brain Candy (1996)	663	17
521	 Mystery Science Theater 3000: The Movie (1996)	671	18
521	 Star Wars: Episode IV - A New Hope (1977)	260	19
521	 Nutty Professor, The (1996)	788	20
521	 Sudden Death (1995)	9	21
521	 Hunchback of Notre Dame, The (1996)	783	22
521	 Down Periscope (1996)	135	23
521	 Broken Arrow (1996)	95	24
521	 Fugitive, The (1993)	457	25
521	 Kingpin (1996)	785	26
521	 Grumpier Old Men (1995)	3	27
521	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	28
521	 Escape from L.A. (1996)	849	29
521	 Like Water for Chocolate (Como agua para chocolate) (1992)	265	30
521	 Everyone Says I Love You (1996)	1057	31
521	 Spy Hard (1996)	743	32
521	 Dragonheart (1996)	653	33
521	 Adventures of Priscilla, Queen of the Desert, The (1994)	345	34
521	 Barb Wire (1996)	737	35
521	 Executive Decision (1996)	494	36
521	 Madness of King George, The (1994)	272	37
521	 Casablanca (1942)	912	38
521	 Sense and Sensibility (1995)	17	39
521	 Leaving Las Vegas (1995)	25	40
521	 Twelfth Night (1996)	892	41
521	 Independence Day (a.k.a. ID4) (1996)	780	42
521	 William Shakespeare's Romeo + Juliet (1996)	1059	43
521	 Striptease (1996)	762	44
521	 Craft, The (1996)	724	45
521	 Cable Guy, The (1996)	784	46
521	 Lone Star (1996)	800	47
521	 Heavy Metal (1981)	610	48
521	 Swingers (1996)	1060	49
521	 Multiplicity (1996)	719	50
312	 The Godfather (1972)	858	1
312	 The Godfather: Part II (1974)	1221	2
312	 Lawrence of Arabia (1962)	1204	3
312	 The Empire Strikes Back (1980)	1196	4
312	 The Third Man (1949)	1212	5
312	 Clockwork Orange, A (1971)	1206	6
312	 The Shining (1980)	180263	8
312	 Blade Runner (1982)	541	9
312	 Taxi Driver (1976)	111	10
312	 The Searchers (1956)	3365	11
312	 Vertigo (1958)	903	12
312	 Rear Window (1954)	904	13
312	 Casablanca (1942)	912	14
312	 2001: A Space Odyssey (1968)	924	15
312	 Night of the Living Dead (1968)	968	16
312	 Schindler's List (1993)	527	17
312	 The Silence of the Lambs (1991)	135937	18
312	 The Shawshank Redemption (1994)	318	19
312	 The Lord of the Rings: The Two Towers (2002)	5952	20
312	 Gangs of New York (2002)	5956	21
312	 Donnie Darko (2001)	4878	22
312	 The Others (2001)	136859	23
312	 The Green Mile (1999)	3147	24
312	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	25
312	 The Matrix (1999)	2571	26
312	 Saving Private Ryan (1998)	2028	27
312	 The Sixth Sense (1999)	2762	28
312	 Braveheart (1995)	110	29
312	 Unforgiven (1992)	1266	30
312	 Crouching Tiger, Hidden Dragon (2000)	3996	31
312	 Galaxy Quest (1999)	3175	32
312	 Eyes Wide Shut (1999)	2712	33
312	 Fight Club (1999)	2959	34
312	 Clerks (1994)	223	35
312	 Pirates of the Caribbean: The Curse of the Black Pearl (2003)	6539	36
312	 The Terminator (1984)	1240	37
312	 Cinderella (1950)	1022	38
312	 Star Trek: First Contact (1996)	1356	39
312	 Bound (1996)	866	40
312	 Trainspotting (1996)	778	41
312	 Fright Night (1985)	2867	42
312	 What's Eating Gilbert Grape (1993)	337	43
312	 Ninja Scroll (1995)	4750	44
312	 Airplane! (1980)	2791	45
312	 Mission: Impossible (1996)	648	46
312	 Raising Arizona (1987)	1394	47
312	 Friday (1995)	69	48
312	 Pulp Fiction (1994)	296	49
312	 The Game (1997)	95654	50
498	 True Lies (1994)	380	1
498	 The Lion King (1994)	134019	2
498	 Clear and Present Danger (1994)	349	3
498	 The Firm (1993)	6049	4
498	 While You Were Sleeping (1995)	339	5
498	 Shawshank Redemption, The (1994)	318	6
498	 Tommy Boy (1995)	333	7
498	 Jurassic Park (1993)	480	8
498	 Aladdin (1992)	588	9
498	 The Brady Bunch Movie (1995)	585	10
498	 Pulp Fiction (1994)	296	11
498	 Sabrina (1995)	7	12
498	 Happy Gilmore (1996)	104	13
498	 Apollo 13 (1995)	150	14
498	 Billy Madison (1995)	216	15
498	 Dumb & Dumber (Dumb and Dumber) (1994)	231	16
498	 Braveheart (1995)	110	17
498	 Toy Story (1995)	1	18
498	 Crimson Tide (1995)	161	19
498	 Legends of the Fall (1994)	266	20
498	 Nobody's Fool (1994)	281	21
498	 Clueless (1995)	39	22
498	 Mrs. Doubtfire (1993)	500	23
498	 Eraser (1996)	786	24
498	 First Knight (1995)	168	25
498	 Outbreak (1995)	292	26
498	 Ace Ventura: Pet Detective (1994)	344	27
498	 Dead Man Walking (1995)	36	28
498	 The Specialist (1994)	315	29
498	 Army of Darkness (1993)	1215	30
498	 Twister (1996)	736	31
498	 The Rock (1996)	101	32
498	 Desperado (1995)	163	33
498	 Stargate (1994)	316	34
498	 Disclosure (1994)	225	35
498	 Interview with the Vampire: The Vampire Chronicles (1994)	253	36
498	 Nell (1994)	282	37
498	 Maverick (1994)	368	38
498	 The Silence of the Lambs (1991)	135937	39
498	 Ghost (1990)	587	40
498	 The Mask (1994)	340	41
498	 Sleepless in Seattle (1993)	539	42
498	 Tombstone (1993)	553	43
498	 Forrest Gump (1994)	356	44
498	 The Net (1995)	185	45
498	 Independence Day (a.k.a. ID4) (1996)	780	46
498	 Beauty and the Beast (1991)	595	47
498	 Speed (1994)	377	48
498	 Copycat (1995)	22	49
498	 The Santa Clause (1994)	317	50
597	 Citizen Kane (1941)	923	1
597	 Citizen Kane (1941)	923	2
597	 Citizen Kane (1941)	923	3
597	 Citizen Kane (1941)	923	4
597	 Citizen Kane (1941)	923	5
597	 Citizen Kane (1941)	923	6
597	 Citizen Kane (1941)	923	7
597	 Citizen Kane (1941)	923	8
597	 Citizen Kane (1941)	923	9
597	 Citizen Kane (1941)	923	10
597	 Citizen Kane (1941)	923	11
597	 Citizen Kane (1941)	923	12
597	 Citizen Kane (1941)	923	13
597	 Citizen Kane (1941)	923	14
597	 Citizen Kane (1941)	923	15
597	 Citizen Kane (1941)	923	16
597	 Citizen Kane (1941)	923	17
597	 Citizen Kane (1941)	923	18
597	 Citizen Kane (1941)	923	19
597	 Citizen Kane (1941)	923	20
597	 Citizen Kane (1941)	923	21
597	 Citizen Kane (1941)	923	22
597	 Citizen Kane (1941)	923	23
597	 Citizen Kane (1941)	923	24
597	 Citizen Kane (1941)	923	25
597	 Citizen Kane (1941)	923	26
597	 Citizen Kane (1941)	923	27
597	 Citizen Kane (1941)	923	28
597	 Citizen Kane (1941)	923	29
597	 Citizen Kane (1941)	923	30
597	 Citizen Kane (1941)	923	31
597	 Citizen Kane (1941)	923	32
597	 Citizen Kane (1941)	923	33
597	 Citizen Kane (1941)	923	34
597	 Citizen Kane (1941)	923	35
597	 Citizen Kane (1941)	923	36
597	 Citizen Kane (1941)	923	37
597	 Citizen Kane (1941)	923	38
597	 Citizen Kane (1941)	923	39
597	 Citizen Kane (1941)	923	40
597	 Citizen Kane (1941)	923	41
597	 Citizen Kane (1941)	923	42
597	 Citizen Kane (1941)	923	43
597	 Citizen Kane (1941)	923	44
597	 Citizen Kane (1941)	923	45
597	 Citizen Kane (1941)	923	46
597	 Citizen Kane (1941)	923	47
597	 Citizen Kane (1941)	923	48
597	 Citizen Kane (1941)	923	49
597	 Citizen Kane (1941)	923	50
597	 The Godfather (1972)	858	2
597	 The Godfather Part II (1974)	1221	3
597	 The Shawshank Redemption (1994)	318	4
597	 The Dark Knight (2008)	58559	5
597	 Schindler's List (1993)	527	6
597	 12 Angry Men (1957)	1203	7
597	 Pulp Fiction (1994)	296	8
597	 The Lord of the Rings: The Return of the King (2003)	7153	9
597	 The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)	1201	10
597	 Fight Club (1999)	2959	11
597	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	12
597	 Forrest Gump (1994)	356	13
597	 Inception (2010)	79132	14
597	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	15
597	 One Flew Over the Cuckoo's Nest (1975)	1193	16
597	 The Lord of the Rings: The Two Towers (2002)	5952	17
597	 Goodfellas (1990)	1213	18
597	 The Matrix (1999)	2571	19
597	 Seven (a.k.a. Se7en) (1995)	47	20
597	 Star Wars: Episode IV - A New Hope (1977)	260	21
597	 City of God (Cidade de Deus) (2002)	6016	22
597	 The Silence of the Lambs (1991)	135937	23
597	 It's a Wonderful Life (1946)	953	24
597	 Life Is Beautiful (La vita è bella) (1997)	2324	25
597	 The Usual Suspects (1995)	50	26
597	 L.A. Confidential (1997)	1617	27
597	 Rear Window (1954)	904	28
597	 Saving Private Ryan (1998)	2028	29
597	 Apocalypse Now (1979)	1208	30
597	 Psycho (1960)	1219	31
597	 The Green Mile (1999)	3147	32
597	 American Beauty (1999)	2858	33
597	 The Pianist (2002)	8950	34
597	 The Departed (2006)	48516	35
597	 Gladiator (2000)	3578	36
597	 The Intouchables (2011)	92259	37
597	 The Prestige (2006)	172233	38
597	 Memento (2000)	4226	39
597	 The Lion King (1994)	134019	40
597	 Aliens (1986)	1200	41
597	 Terminator 2: Judgment Day (1991)	589	42
597	 Once Upon a Time in the West (C'era una volta il West) (1968)	1209	43
597	 Back to the Future (1985)	1270	44
597	 Braveheart (1995)	110	45
597	 Taxi Driver (1976)	111	46
597	 Amadeus (1984)	1225	47
597	 Lawrence of Arabia (1962)	1204	49
597	 The Shining (1980)	180263	50
236	 Matrix, The (1999)	2571	1
236	 Fight Club (1999)	2959	2
236	 Silence of the Lambs, The (1991)	593	3
236	 Shawshank Redemption, The (1994)	318	4
236	 Godfather, The (1972)	858	5
236	 Godfather: Part II, The (1974)	1221	6
236	 Psycho (1960)	1219	7
236	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	8
236	 American History X (1998)	2329	9
236	 Entrapment (1999)	2605	10
236	 When Harry Met Sally... (1989)	1307	11
236	 Beach, The (2000)	3285	12
236	 Simple Plan, A (1998)	2391	13
236	 Great Escape, The (1963)	1262	14
236	 13th Warrior, The (1999)	2826	15
236	 Babe (1995)	34	16
236	 Touch of Evil (1958)	1248	17
236	 Tank Girl (1995)	327	18
236	 Never Been Kissed (1999)	2581	19
236	 Cookie's Fortune (1999)	2583	20
