userId	title	itemId	rank
121	 Sin City (2005)	32587	32
121	 Aladdin (1992)	588	33
121	 Terminator 2: Judgment Day (1991)	589	34
121	 Dances with Wolves (1990)	590	35
121	 Silence of the Lambs, The (1991)	593	36
121	 Shrek (2001)	4306	37
121	 Beauty and the Beast (1991)	595	38
121	 L.A. Confidential (1997)	1617	39
121	 Dark City (1998)	1748	40
121	 Back to the Future Part III (1990)	2012	41
121	 Jurassic Park (1993)	480	42
121	 Fargo (1996)	608	43
121	 Forrest Gump (1994)	356	44
121	 Chinatown (1974)	1252	45
121	 Finding Nemo (2003)	6377	46
121	 Shining, The (1980)	1258	47
121	 Lion King, The (1994)	364	48
121	 Saving Private Ryan (1998)	2028	49
121	 Braveheart (1995)	110	50
325	 The Shawshank Redemption (1994)	318	1
325	 The Silence of the Lambs (1991)	135937	2
325	 The Godfather (1972)	858	3
325	 The Godfather: Part III (1990)	2023	4
325	 The Big Lebowski (1998)	1732	5
325	 The Sixth Sense (1999)	2762	6
325	 The Dark Knight (2008)	58559	7
325	 The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)	1201	8
325	 The Usual Suspects (1995)	50	9
325	 The Matrix (1999)	2571	10
325	 Fight Club (1999)	2959	11
325	 Schindler's List (1993)	527	12
325	 Memento (2000)	4226	13
325	 Pulp Fiction (1994)	296	14
325	 American Beauty (1999)	2858	15
325	 Inception (2010)	79132	16
325	 Seven (a.k.a. Se7en) (1995)	47	17
325	 Fargo (1996)	608	18
325	 Forrest Gump (1994)	356	19
325	 The Lion King (1994)	134019	20
325	 Braveheart (1995)	110	21
325	 Aliens (1986)	1200	22
325	 Terminator 2: Judgment Day (1991)	589	23
325	 Toy Story (1995)	1	24
325	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	25
325	 The Lord of the Rings: The Two Towers (2002)	5952	26
325	 The Shining (1980)	180263	27
325	 Chinatown (1974)	1252	28
325	 Saving Private Ryan (1998)	2028	29
325	 Dances with Wolves (1990)	590	30
325	 Apollo 13 (1995)	150	31
325	 The Princess Bride (1987)	1197	32
325	 The Wizard of Oz (1939)	919	33
325	 The Maltese Falcon (1941)	913	34
325	 The Terminator (1984)	1240	35
325	 The Dark City (1998)	1748	36
325	 The Back to the Future Part III (1990)	2012	37
325	 Jurassic Park (1993)	480	38
325	 The Beauty and the Beast (1991)	595	39
325	 The L.A. Confidential (1997)	1617	40
325	 The Star Wars: Episode IV - A New Hope (1977)	260	41
325	 The Star Wars: Episode V - The Empire Strikes Back (1980)	1196	42
325	 The Willy Wonka & the Chocolate Factory (1971)	1073	43
325	 The Aladdin (1992)	588	44
325	 The Bowling for Columbine (2002)	5669	45
325	 The Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	46
325	 The Finding Nemo (2003)	6377	47
325	 The Super Size Me (2004)	8464	48
325	 The Roger & Me (1989)	2064	49
325	 The Tombstone (1993)	553	50
205	 Lord of the Rings: The Return of the King, The (2003)	7153	1
205	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	2
205	 Lord of the Rings: The Two Towers, The (2002)	5952	3
205	 Star Wars: Episode IV - A New Hope (1977)	260	4
205	 Harry Potter and the Deathly Hallows: Part 1 (2010)	81834	5
205	 Harry Potter and the Half-Blood Prince (2009)	69844	6
205	 Inglourious Basterds (2009)	68157	7
205	 Kill Bill: Vol. 1 (2003)	6874	8
205	 King's Speech, The (2010)	81845	9
205	 Toy Story (1995)	1	10
205	 Matrix, The (1999)	2571	11
205	 Fight Club (1999)	2959	12
205	 Schindler's List (1993)	527	13
205	 Super Size Me (2004)	8464	14
205	 Roger & Me (1989)	2064	15
205	 Maltese Falcon, The (1941)	913	16
205	 Apollo 13 (1995)	150	17
205	 Wizard of Oz, The (1939)	919	18
205	 Inception (2010)	79132	19
205	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	20
205	 Bowling for Columbine (2002)	5669	21
205	 Pulp Fiction (1994)	296	22
205	 Tombstone (1993)	553	23
205	 American Beauty (1999)	2858	24
205	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	25
205	 Princess Bride, The (1987)	1197	26
205	 Fahrenheit 9/11 (2004)	8622	27
205	 Seven (a.k.a. Se7en) (1995)	47	28
205	 Aliens (1986)	1200	29
205	 Willy Wonka & the Chocolate Factory (1971)	1073	30
205	 Usual Suspects, The (1995)	50	31
205	 Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	32
205	 Shawshank Redemption, The (1994)	318	33
205	 Alien (1979)	1214	34
205	 Dark Knight, The (2008)	58559	35
205	 Sixth Sense, The (1999)	2762	36
205	 Sin City (2005)	32587	37
205	 Aladdin (1992)	588	38
205	 Terminator 2: Judgment Day (1991)	589	39
205	 Dances with Wolves (1990)	590	40
205	 Silence of the Lambs, The (1991)	593	41
205	 Shrek (2001)	4306	42
205	 Beauty and the Beast (1991)	595	43
205	 L.A. Confidential (1997)	1617	44
205	 Dark City (1998)	1748	45
205	 Back to the Future Part III (1990)	2012	46
205	 Jurassic Park (1993)	480	47
205	 Fargo (1996)	608	48
205	 Chinatown (1974)	1252	49
205	 Finding Nemo (2003)	6377	50
468	 Toy Story (1995)	1	1
468	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	2
468	 Memento (2000)	4226	3
468	 Star Wars: Episode IV - A New Hope (1977)	260	4
468	 Matrix, The (1999)	2571	5
468	 Fight Club (1999)	2959	6
468	 Schindler's List (1993)	527	7
468	 Super Size Me (2004)	8464	8
468	 Roger & Me (1989)	2064	9
468	 Maltese Falcon, The (1941)	913	10
468	 Apollo 13 (1995)	150	11
468	 Wizard of Oz, The (1939)	919	12
468	 Inception (2010)	79132	13
468	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	14
468	 Bowling for Columbine (2002)	5669	15
468	 Pulp Fiction (1994)	296	16
468	 Tombstone (1993)	553	17
468	 American Beauty (1999)	2858	18
468	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	19
468	 Princess Bride, The (1987)	1197	20
468	 Fahrenheit 9/11 (2004)	8622	21
468	 Seven (a.k.a. Se7en) (1995)	47	22
468	 Aliens (1986)	1200	23
468	 Willy Wonka & the Chocolate Factory (1971)	1073	24
468	 Usual Suspects, The (1995)	50	25
468	 Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	26
468	 Shawshank Redemption, The (1994)	318	27
468	 Alien (1979)	1214	28
468	 Lord of the Rings: The Two Towers, The (2002)	5952	29
468	 Dark Knight, The (2008)	58559	30
468	 Sixth Sense, The (1999)	2762	31
468	 Sin City (2005)	32587	32
468	 Aladdin (1992)	588	33
468	 Terminator 2: Judgment Day (1991)	589	34
468	 Dances with Wolves (1990)	590	35
468	 Silence of the Lambs, The (1991)	593	36
468	 Shrek (2001)	4306	37
468	 Beauty and the Beast (1991)	595	38
468	 L.A. Confidential (1997)	1617	39
468	 Dark City (1998)	1748	40
468	 Back to the Future Part III (1990)	2012	41
468	 Jurassic Park (1993)	480	42
468	 Fargo (1996)	608	43
468	 Forrest Gump (1994)	356	44
468	 Chinatown (1974)	1252	45
468	 Finding Nemo (2003)	6377	46
468	 Shining, The (1980)	1258	47
468	 Lion King, The (1994)	364	48
468	 Saving Private Ryan (1998)	2028	49
468	 Braveheart (1995)	110	50
587	 Life Is Beautiful (La Vita è bella) (1997) 5/5	2324	1
587	 Elizabeth (1998) 5/5	2336	2
587	 Terms of Endearment (1983) 5/5	1958	3
587	 Big Chill, The (1983) 5/5	2352	4
587	 Midnight in the Garden of Good and Evil (1997) 5/5	1711	5
587	 Double Indemnity (1944) 4/5	3435	6
587	 Thelma & Louise (1991) 5/5	3418	7
587	 Bull Durham (1988) 5/5	3361	8
587	 Howards End (1992) 5/5	3260	9
587	 World Is Not Enough, The (1999) 5/5	3082	10
587	 Little Big Man (1970) 5/5	3037	11
587	 American Beauty (1999) 5/5	2858	12
587	 Big (1988) 5/5	2797	13
587	 Heaven Can Wait (1978) 4/5	2779	14
587	 Ghostbusters (a.k.a. Ghost Busters) (1984) 5/5	2716	15
587	 Rocky Horror Picture Show, The (1975) 5/5	2657	16
587	 Entrapment (1999) 5/5	2605	17
587	 Lost World: Jurassic Park, The (1997) 5/5	1544	19
587	 Shadowlands (1993) 4/5	534	20
587	 Remains of the Day, The (1993) 5/5	515	21
587	 Mrs. Doubtfire (1993) 5/5	500	22
587	 Fatal Instinct (1993) 4/5	445	23
587	 Dave (1993) 4/5	440	24
587	 True Lies (1994) 4/5	380	25
587	 Reality Bites (1994) 4/5	372	26
587	 Ghost (1990) 5/5	587	27
587	 Ace Ventura: Pet Detective (1994) 3/5	344	28
587	 Muriel's Wedding (1994) 4/5	342	29
587	 French Kiss (1995) 5/5	236	30
587	 Postman, The (Postino, Il) (1994) 5/5	58	31
587	 Toy Story (1995) 5/5	1	32
587	 Adventures of Priscilla, Queen of the Desert, The (1994) 4/5	345	33
587	 Pretty Woman (1990) 4/5	597	34
587	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995) 5/5	32	35
587	 Primal Fear (1996) 5/5	628	36
587	 Emma (1996) 4/5	26958	37
587	 Cinema Paradiso (Nuovo cinema Paradiso) (1989) 5/5	1172	38
587	 Philadelphia Story, The (1940) 4/5	898	39
587	 Some Like It Hot (1959) 4/5	910	40
587	 Sabrina (1954) 4/5	915	41
587	 Mary Poppins (1964) 4/5	1028	42
587	 Sleeper (1973) 4/5	1077	43
587	 Monty Python's Life of Brian (1979) 4/5	1080	44
587	 Crying Game, The (1992) 5/5	1094	45
587	 To Catch a Thief (1955) 4/5	933	46
587	 Top Gun (1986) 4/5	1101	47
587	 Star Trek II: The Wrath of Khan (1982) 4/5	1374	48
587	 When Harry Met Sally... (1989) 5/5	1307	49
587	 Annie Hall (1977) 5/5	1230	50
406	 Sweet Home Alabama (2002)	5620	1
406	 Ever After: A Cinderella Story (1998)	2125	2
406	 27 Dresses (2008)	56949	3
406	 Toy Story (1995)	1	4
406	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	5
406	 Night at the Museum (2006)	46972	6
406	 Memento (2000)	4226	7
406	 Star Wars: Episode IV - A New Hope (1977)	260	8
406	 Matrix, The (1999)	2571	9
406	 Fight Club (1999)	2959	10
406	 Schindler's List (1993)	527	11
406	 Super Size Me (2004)	8464	12
406	 Roger & Me (1989)	2064	13
406	 Maltese Falcon, The (1941)	913	14
406	 Apollo 13 (1995)	150	15
406	 Wizard of Oz, The (1939)	919	16
406	 Inception (2010)	79132	17
406	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	18
406	 Bowling for Columbine (2002)	5669	19
406	 Pulp Fiction (1994)	296	20
406	 Tombstone (1993)	553	21
406	 American Beauty (1999)	2858	22
406	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	23
406	 Princess Bride, The (1987)	1197	24
406	 Fahrenheit 9/11 (2004)	8622	25
406	 Seven (a.k.a. Se7en) (1995)	47	26
406	 Aliens (1986)	1200	27
406	 Willy Wonka & the Chocolate Factory (1971)	1073	28
406	 Usual Suspects, The (1995)	50	29
406	 Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	30
406	 Shawshank Redemption, The (1994)	318	31
406	 Alien (1979)	1214	32
406	 Lord of the Rings: The Two Towers, The (2002)	5952	33
406	 Dark Knight, The (2008)	58559	34
406	 Sixth Sense, The (1999)	2762	35
406	 Sin City (2005)	32587	36
406	 Aladdin (1992)	588	37
406	 Terminator 2: Judgment Day (1991)	589	38
406	 Dances with Wolves (1990)	590	39
406	 Silence of the Lambs, The (1991)	593	40
406	 Shrek (2001)	4306	41
406	 Beauty and the Beast (1991)	595	42
406	 L.A. Confidential (1997)	1617	43
406	 Dark City (1998)	1748	44
406	 Back to the Future Part III (1990)	2012	45
406	 Jurassic Park (1993)	480	46
406	 Fargo (1996)	608	47
406	 Forrest Gump (1994)	356	48
406	 Chinatown (1974)	1252	49
406	 Finding Nemo (2003)	6377	50
445	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	1
445	 The Matrix (1999)	2571	2
445	 Fight Club (1999)	2959	3
445	 Schindler's List (1993)	527	4
445	 Inception (2010)	79132	5
445	 Twelve Monkeys (1995)	1770	6
445	 Pulp Fiction (1994)	296	7
445	 The Shawshank Redemption (1994)	318	8
445	 American Beauty (1999)	2858	9
445	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	10
445	 The Princess Bride (1987)	1197	11
445	 Seven (1995)	1487	12
445	 Aliens (1986)	1200	13
445	 The Usual Suspects (1995)	50	14
445	 Alien (1979)	1214	16
445	 The Lord of the Rings: The Two Towers (2002)	5952	17
445	 The Dark Knight (2008)	58559	18
445	 The Sixth Sense (1999)	2762	19
445	 Sin City (2005)	32587	20
445	 Aladdin (1992)	588	21
445	 Terminator 2: Judgment Day (1991)	589	22
445	 The Silence of the Lambs (1991)	135937	23
445	 Shrek (2001)	4306	24
445	 Beauty and the Beast (1991)	595	25
445	 L.A. Confidential (1997)	1617	26
445	 Dark City (1998)	1748	27
445	 Back to the Future Part III (1990)	2012	28
445	 Jurassic Park (1993)	480	29
445	 Fargo (1996)	608	30
445	 Chinatown (1974)	1252	31
445	 Finding Nemo (2003)	6377	32
445	 The Shining (1980)	180263	33
445	 The Lion King (1994)	134019	34
445	 Saving Private Ryan (1998)	2028	35
445	 Braveheart (1995)	110	36
445	 Toy Story (1995)	1	37
445	 Memento (2000)	4226	38
445	 Star Wars: Episode IV - A New Hope (1977)	260	39
445	 Super Size Me (2004)	8464	40
445	 Roger & Me (1989)	2064	41
445	 The Maltese Falcon (1941)	913	42
445	 Apollo 13 (1995)	150	43
445	 The Wizard of Oz (1939)	919	44
445	 Bowling for Columbine (2002)	5669	45
445	 Tombstone (1993)	553	46
445	 Fahrenheit 9/11 (2004)	8622	47
445	 Willy Wonka & the Chocolate Factory (1971)	1073	48
445	 Harry Potter and the Sorcerer's Stone (2001)	40815	49
445	 The Italian Job (2003)	6378	50
153	 Eternal Sunshine of the Spotless Mind (2004)	7361	1
153	 Juno (2007)	56367	2
153	 Garden State (2004)	8784	3
153	 Walk the Line (2005)	40819	4
153	 V for Vendetta (2006)	44191	5
153	 Little Miss Sunshine (2006)	46578	6
153	 Into the Wild (2007)	55247	7
153	 Dreamers, The (2003)	7265	8
153	 Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)	4973	9
153	 Memento (2000)	4226	10
153	 Donnie Darko (2001)	4878	11
153	 Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)	4896	12
153	 Chocolat (2000)	4014	13
153	 Requiem for a Dream (2000)	3949	14
153	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	15
153	 Matrix, The (1999)	2571	16
153	 Fight Club (1999)	2959	17
153	 American Beauty (1999)	2858	18
153	 Boys Don't Cry (1999)	2908	19
153	 Toy Story (1995)	1	20
153	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	21
153	 Pulp Fiction (1994)	296	22
153	 Forrest Gump (1994)	356	23
153	 Lion King, The (1994)	364	24
153	 Trainspotting (1996)	778	25
153	 Good Will Hunting (1997)	1704	26
153	 Life Is Beautiful (La Vita è bella) (1997)	2324	27
153	 Star Wars: Episode IV - A New Hope (1977)	260	28
153	 Maltese Falcon, The (1941)	913	29
153	 Apollo 13 (1995)	150	30
153	 Wizard of Oz, The (1939)	919	31
153	 Inception (2010)	79132	32
153	 Bowling for Columbine (2002)	5669	33
153	 Super Size Me (2004)	8464	34
153	 Roger & Me (1989)	2064	35
153	 Princess Bride, The (1987)	1197	36
153	 Fahrenheit 9/11 (2004)	8622	37
153	 Seven (a.k.a. Se7en) (1995)	47	38
153	 Aliens (1986)	1200	39
153	 Willy Wonka & the Chocolate Factory (1971)	1073	40
153	 Usual Suspects, The (1995)	50	41
153	 Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	42
153	 Shawshank Redemption, The (1994)	318	43
153	 Alien (1979)	1214	44
153	 Lord of the Rings: The Two Towers, The (2002)	5952	45
153	 Dark Knight, The (2008)	58559	46
153	 Sixth Sense, The (1999)	2762	47
153	 Sin City (2005)	32587	48
153	 Aladdin (1992)	588	49
153	 Terminator 2: Judgment Day (1991)	589	50
521	 Fargo (1996)	608	1
521	 Willy Wonka & the Chocolate Factory (1971)	1073	2
521	 Matrix, The (1999)	2571	3
521	 Fight Club (1999)	2959	4
521	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	5
521	 Memento (2000)	4226	6
521	 Star Wars: Episode IV - A New Hope (1977)	260	7
521	 Schindler's List (1993)	527	8
521	 Super Size Me (2004)	8464	9
521	 Roger & Me (1989)	2064	10
521	 Maltese Falcon, The (1941)	913	11
521	 Apollo 13 (1995)	150	12
521	 Wizard of Oz, The (1939)	919	13
521	 Inception (2010)	79132	14
521	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	15
521	 Bowling for Columbine (2002)	5669	16
521	 Pulp Fiction (1994)	296	17
521	 Tombstone (1993)	553	18
521	 American Beauty (1999)	2858	19
521	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	20
521	 Princess Bride, The (1987)	1197	21
521	 Fahrenheit 9/11 (2004)	8622	22
521	 Seven (a.k.a. Se7en) (1995)	47	23
521	 Aliens (1986)	1200	24
521	 Usual Suspects, The (1995)	50	25
521	 Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	26
521	 Shawshank Redemption, The (1994)	318	27
521	 Alien (1979)	1214	28
521	 Lord of the Rings: The Two Towers, The (2002)	5952	29
521	 Dark Knight, The (2008)	58559	30
521	 Sixth Sense, The (1999)	2762	31
521	 Sin City (2005)	32587	32
521	 Aladdin (1992)	588	33
521	 Terminator 2: Judgment Day (1991)	589	34
521	 Dances with Wolves (1990)	590	35
521	 Silence of the Lambs, The (1991)	593	36
521	 Shrek (2001)	4306	37
521	 Beauty and the Beast (1991)	595	38
521	 L.A. Confidential (1997)	1617	39
521	 Dark City (1998)	1748	40
521	 Back to the Future Part III (1990)	2012	41
521	 Jurassic Park (1993)	480	42
521	 Forrest Gump (1994)	356	43
521	 Chinatown (1974)	1252	44
521	 Finding Nemo (2003)	6377	45
521	 Shining, The (1980)	1258	46
521	 Lion King, The (1994)	364	47
521	 Saving Private Ryan (1998)	2028	48
521	 Braveheart (1995)	110	49
521	 Toy Story (1995)	1	50
173	 Schindler's List (1993)	527	1
173	 Forrest Gump (1994)	356	2
173	 Apollo 13 (1995)	150	3
173	 Beauty and the Beast (1991)	595	4
173	 Toy Story (1995)	1	5
173	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	6
173	 Memento (2000)	4226	7
173	 Star Wars: Episode IV - A New Hope (1977)	260	8
173	 Matrix, The (1999)	2571	9
173	 Fight Club (1999)	2959	10
173	 Super Size Me (2004)	8464	11
173	 Roger & Me (1989)	2064	12
173	 Maltese Falcon, The (1941)	913	13
173	 Wizard of Oz, The (1939)	919	14
173	 Inception (2010)	79132	15
173	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	16
173	 Bowling for Columbine (2002)	5669	17
173	 Pulp Fiction (1994)	296	18
173	 Tombstone (1993)	553	19
173	 American Beauty (1999)	2858	20
173	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	21
173	 Princess Bride, The (1987)	1197	22
173	 Fahrenheit 9/11 (2004)	8622	23
173	 Seven (a.k.a. Se7en) (1995)	47	24
173	 Aliens (1986)	1200	25
173	 Willy Wonka & the Chocolate Factory (1971)	1073	26
173	 Usual Suspects, The (1995)	50	27
173	 Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	28
173	 Shawshank Redemption, The (1994)	318	29
173	 Alien (1979)	1214	30
173	 Lord of the Rings: The Two Towers, The (2002)	5952	31
173	 Dark Knight, The (2008)	58559	32
173	 Sixth Sense, The (1999)	2762	33
173	 Sin City (2005)	32587	34
173	 Aladdin (1992)	588	35
173	 Terminator 2: Judgment Day (1991)	589	36
173	 Dances with Wolves (1990)	590	37
173	 Silence of the Lambs, The (1991)	593	38
173	 Shrek (2001)	4306	39
173	 L.A. Confidential (1997)	1617	40
173	 Dark City (1998)	1748	41
173	 Back to the Future Part III (1990)	2012	42
173	 Jurassic Park (1993)	480	43
173	 Fargo (1996)	608	44
173	 Chinatown (1974)	1252	45
173	 Finding Nemo (2003)	6377	46
173	 Shining, The (1980)	1258	47
173	 Lion King, The (1994)	364	48
173	 Saving Private Ryan (1998)	2028	49
173	 Braveheart (1995)	110	50
380	 Toy Story (1995)	1	1
380	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	2
380	 Memento (2000)	4226	3
380	 Star Wars: Episode IV - A New Hope (1977)	260	4
380	 Matrix, The (1999)	2571	5
380	 Fight Club (1999)	2959	6
380	 Schindler's List (1993)	527	7
380	 Super Size Me (2004)	8464	8
380	 Roger & Me (1989)	2064	9
380	 Maltese Falcon, The (1941)	913	10
380	 Apollo 13 (1995)	150	11
380	 Wizard of Oz, The (1939)	919	12
380	 Inception (2010)	79132	13
380	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	14
380	 Bowling for Columbine (2002)	5669	15
380	 Pulp Fiction (1994)	296	16
380	 Tombstone (1993)	553	17
380	 American Beauty (1999)	2858	18
380	 Star Wars: Episode V - The Empire Strikes Back (1980)	1196	19
380	 Princess Bride, The (1987)	1197	20
380	 Fahrenheit 9/11 (2004)	8622	21
380	 Seven (a.k.a. Se7en) (1995)	47	22
380	 Aliens (1986)	1200	23
380	 Willy Wonka & the Chocolate Factory (1971)	1073	24
380	 Usual Suspects, The (1995)	50	25
380	 Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)	1201	26
380	 Shawshank Redemption, The (1994)	318	27
380	 Alien (1979)	1214	28
380	 Lord of the Rings: The Two Towers, The (2002)	5952	29
380	 Dark Knight, The (2008)	58559	30
380	 Sixth Sense, The (1999)	2762	31
380	 Sin City (2005)	32587	32
380	 Aladdin (1992)	588	33
380	 Terminator 2: Judgment Day (1991)	589	34
380	 Dances with Wolves (1990)	590	35
380	 Silence of the Lambs, The (1991)	593	36
380	 Shrek (2001)	4306	37
380	 Beauty and the Beast (1991)	595	38
380	 L.A. Confidential (1997)	1617	39
380	 Dark City (1998)	1748	40
380	 Back to the Future Part III (1990)	2012	41
380	 Jurassic Park (1993)	480	42
380	 Fargo (1996)	608	43
380	 Forrest Gump (1994)	356	44
380	 Chinatown (1974)	1252	45
380	 Finding Nemo (2003)	6377	46
380	 Shining, The (1980)	1258	47
380	 Lion King, The (1994)	364	48
380	 Saving Private Ryan (1998)	2028	49
380	 Braveheart (1995)	110	50
53	 The Shawshank Redemption (1994)	318	1
53	 The Silence of the Lambs (1991)	135937	2
53	 The Usual Suspects (1995)	50	3
53	 The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)	1201	4
53	 The Matrix (1999)	2571	5
53	 Fight Club (1999)	2959	6
53	 Schindler's List (1993)	527	7
53	 Seven (a.k.a. Se7en) (1995)	47	8
53	 Aliens (1986)	1200	9
53	 Apollo 13 (1995)	150	10
53	 The Princess Bride (1987)	1197	11
53	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	12
53	 The Lord of the Rings: The Two Towers (2002)	5952	13
53	 The Dark Knight (2008)	58559	14
53	 The Sixth Sense (1999)	2762	15
53	 Sin City (2005)	32587	16
53	 Aladdin (1992)	588	17
53	 Terminator 2: Judgment Day (1991)	589	18
53	 Dances with Wolves (1990)	590	19
53	 The Lion King (1994)	134019	20
53	 Braveheart (1995)	110	21
53	 Saving Private Ryan (1998)	2028	22
53	 Forrest Gump (1994)	356	23
53	 Fargo (1996)	608	24
53	 Chinatown (1974)	1252	25
53	 The Shining (1980)	180263	26
53	 Finding Nemo (2003)	6377	27
53	 Jurassic Park (1993)	480	28
53	 Back to the Future Part III (1990)	2012	29
53	 Dark City (1998)	1748	30
53	 L.A. Confidential (1997)	1617	31
53	 Beauty and the Beast (1991)	595	32
